Column1;Column2;Column3;Column4;Column5;Column6
# Red box data ;;;;;
# slow cooling cycle (mol con 0.50);;;;;
# t0: 2022              3              8             16             16         32.004;;;;;
# T [K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
2.26842e+02 ; 8.91369e-02 ; -2.36379e-03 ; 4.17989e-06 ; -2.25745e-03 ; 2.10555e+03 
2.26941e+02 ; 9.06676e-02 ; -2.35987e-03 ; 4.25240e-06 ; -2.25282e-03 ; 2.10655e+03 
2.27022e+02 ; 9.04426e-02 ; -2.35494e-03 ; 4.24244e-06 ; -2.24903e-03 ; 2.10756e+03 
2.27128e+02 ; 8.90926e-02 ; -2.35061e-03 ; 4.17989e-06 ; -2.24406e-03 ; 2.10856e+03 
2.27221e+02 ; 8.97790e-02 ; -2.34649e-03 ; 4.21278e-06 ; -2.23964e-03 ; 2.10957e+03 
2.27317e+02 ; 8.77219e-02 ; -2.34209e-03 ; 4.11694e-06 ; -2.23517e-03 ; 2.11057e+03 
2.27411e+02 ; 8.94073e-02 ; -2.33762e-03 ; 4.19673e-06 ; -2.23073e-03 ; 2.11160e+03 
2.27511e+02 ; 8.94625e-02 ; -2.33356e-03 ; 4.20005e-06 ; -2.22605e-03 ; 2.11261e+03 
2.27612e+02 ; 8.90419e-02 ; -2.32890e-03 ; 4.18104e-06 ; -2.22129e-03 ; 2.11363e+03 
2.27693e+02 ; 8.63556e-02 ; -2.32419e-03 ; 4.05548e-06 ; -2.21748e-03 ; 2.11463e+03 
2.27779e+02 ; 8.50347e-02 ; -2.32041e-03 ; 3.99405e-06 ; -2.21342e-03 ; 2.11564e+03 
2.27878e+02 ; 8.57550e-02 ; -2.31574e-03 ; 4.02857e-06 ; -2.20880e-03 ; 2.11665e+03 
2.27969e+02 ; 8.75461e-02 ; -2.31185e-03 ; 4.11337e-06 ; -2.20450e-03 ; 2.11764e+03 
2.28078e+02 ; 8.78986e-02 ; -2.30753e-03 ; 4.13071e-06 ; -2.19940e-03 ; 2.11865e+03 
2.28153e+02 ; 8.77704e-02 ; -2.30308e-03 ; 4.12523e-06 ; -2.19587e-03 ; 2.11966e+03 
2.28250e+02 ; 8.84035e-02 ; -2.29805e-03 ; 4.15574e-06 ; -2.19132e-03 ; 2.12066e+03 
2.28344e+02 ; 8.85954e-02 ; -2.29471e-03 ; 4.16549e-06 ; -2.18686e-03 ; 2.12168e+03 
2.28429e+02 ; 8.80596e-02 ; -2.28953e-03 ; 4.14095e-06 ; -2.18291e-03 ; 2.12268e+03 
2.28517e+02 ; 8.84330e-02 ; -2.28475e-03 ; 4.15919e-06 ; -2.17873e-03 ; 2.12370e+03 
2.28627e+02 ; 8.72591e-02 ; -2.28123e-03 ; 4.10482e-06 ; -2.17359e-03 ; 2.12470e+03 
2.28710e+02 ; 8.61388e-02 ; -2.27625e-03 ; 4.05275e-06 ; -2.16966e-03 ; 2.12571e+03 
2.28800e+02 ; 8.53082e-02 ; -2.27208e-03 ; 4.01434e-06 ; -2.16544e-03 ; 2.12671e+03 
2.28888e+02 ; 8.63230e-02 ; -2.26876e-03 ; 4.06276e-06 ; -2.16134e-03 ; 2.12770e+03 
2.28974e+02 ; 8.55029e-02 ; -2.26369e-03 ; 4.02480e-06 ; -2.15729e-03 ; 2.12872e+03 
2.29079e+02 ; 8.56969e-02 ; -2.26019e-03 ; 4.03473e-06 ; -2.15234e-03 ; 2.12972e+03 
2.29160e+02 ; 8.55645e-02 ; -2.25577e-03 ; 4.02910e-06 ; -2.14852e-03 ; 2.13072e+03 
2.29259e+02 ; 8.50997e-02 ; -2.25117e-03 ; 4.00796e-06 ; -2.14387e-03 ; 2.13171e+03 
2.29360e+02 ; 8.50886e-02 ; -2.24726e-03 ; 4.00819e-06 ; -2.13914e-03 ; 2.13273e+03 
2.29435e+02 ; 8.54443e-02 ; -2.24285e-03 ; 4.02551e-06 ; -2.13562e-03 ; 2.13374e+03 
2.29536e+02 ; 8.54365e-02 ; -2.23852e-03 ; 4.02590e-06 ; -2.13087e-03 ; 2.13475e+03 
2.29625e+02 ; 8.54199e-02 ; -2.23443e-03 ; 4.02579e-06 ; -2.12667e-03 ; 2.13575e+03 
2.29707e+02 ; 8.45122e-02 ; -2.23021e-03 ; 3.98361e-06 ; -2.12284e-03 ; 2.13674e+03 
2.29803e+02 ; 8.51721e-02 ; -2.22527e-03 ; 4.01544e-06 ; -2.11831e-03 ; 2.13776e+03 
2.29904e+02 ; 8.37227e-02 ; -2.22157e-03 ; 3.94785e-06 ; -2.11357e-03 ; 2.13876e+03 
2.29981e+02 ; 8.32200e-02 ; -2.21739e-03 ; 3.92471e-06 ; -2.10996e-03 ; 2.13978e+03 
2.30072e+02 ; 8.41082e-02 ; -2.21272e-03 ; 3.96728e-06 ; -2.10565e-03 ; 2.14079e+03 
2.30167e+02 ; 8.32989e-02 ; -2.20957e-03 ; 3.92980e-06 ; -2.10119e-03 ; 2.14179e+03 
2.30240e+02 ; 8.35491e-02 ; -2.20457e-03 ; 3.94214e-06 ; -2.09776e-03 ; 2.14279e+03 
2.30346e+02 ; 8.34963e-02 ; -2.20079e-03 ; 3.94043e-06 ; -2.09278e-03 ; 2.14381e+03 
2.30424e+02 ; 8.39738e-02 ; -2.19643e-03 ; 3.96354e-06 ; -2.08914e-03 ; 2.14481e+03 
2.30511e+02 ; 8.33936e-02 ; -2.19170e-03 ; 3.93680e-06 ; -2.08501e-03 ; 2.14581e+03 
2.30616e+02 ; 8.35953e-02 ; -2.18832e-03 ; 3.94709e-06 ; -2.08009e-03 ; 2.14681e+03 
2.30692e+02 ; 8.30927e-02 ; -2.18451e-03 ; 3.92393e-06 ; -2.07651e-03 ; 2.14783e+03 
2.30789e+02 ; 8.32485e-02 ; -2.17908e-03 ; 3.93199e-06 ; -2.07195e-03 ; 2.14884e+03 
2.30879e+02 ; 8.25697e-02 ; -2.17566e-03 ; 3.90059e-06 ; -2.06773e-03 ; 2.14984e+03 
2.30962e+02 ; 8.24826e-02 ; -2.17140e-03 ; 3.89707e-06 ; -2.06384e-03 ; 2.15084e+03 
2.31058e+02 ; 8.30913e-02 ; -2.16722e-03 ; 3.92654e-06 ; -2.05933e-03 ; 2.15184e+03 
2.31147e+02 ; 8.29786e-02 ; -2.16292e-03 ; 3.92187e-06 ; -2.05512e-03 ; 2.15284e+03 
2.31217e+02 ; 8.35423e-02 ; -2.15876e-03 ; 3.94903e-06 ; -2.05184e-03 ; 2.15386e+03 
2.31319e+02 ; 8.36596e-02 ; -2.15422e-03 ; 3.95533e-06 ; -2.04705e-03 ; 2.15487e+03 
2.31415e+02 ; 8.32814e-02 ; -2.15058e-03 ; 3.93815e-06 ; -2.04257e-03 ; 2.15588e+03 
2.31499e+02 ; 8.22351e-02 ; -2.14660e-03 ; 3.88929e-06 ; -2.03862e-03 ; 2.15688e+03 
2.31588e+02 ; 8.10409e-02 ; -2.14149e-03 ; 3.83345e-06 ; -2.03443e-03 ; 2.15788e+03 
2.31667e+02 ; 8.13297e-02 ; -2.13822e-03 ; 3.84768e-06 ; -2.03072e-03 ; 2.15889e+03 
2.31750e+02 ; 8.02515e-02 ; -2.13404e-03 ; 3.79727e-06 ; -2.02679e-03 ; 2.15989e+03 
2.31851e+02 ; 7.99999e-02 ; -2.13037e-03 ; 3.78608e-06 ; -2.02204e-03 ; 2.16090e+03 
2.31923e+02 ; 8.06692e-02 ; -2.12564e-03 ; 3.81827e-06 ; -2.01865e-03 ; 2.16184e+03 
2.32024e+02 ; 7.96023e-02 ; -2.12162e-03 ; 3.76848e-06 ; -2.01393e-03 ; 2.16290e+03 
2.32105e+02 ; 7.98187e-02 ; -2.11776e-03 ; 3.77930e-06 ; -2.01011e-03 ; 2.16391e+03 
2.32193e+02 ; 7.96851e-02 ; -2.11397e-03 ; 3.77359e-06 ; -2.00598e-03 ; 2.16492e+03 
2.32280e+02 ; 7.99308e-02 ; -2.11015e-03 ; 3.78585e-06 ; -2.00188e-03 ; 2.16586e+03 
2.32369e+02 ; 7.94219e-02 ; -2.10597e-03 ; 3.76237e-06 ; -1.99769e-03 ; 2.16692e+03 
2.32436e+02 ; 8.00031e-02 ; -2.10198e-03 ; 3.79038e-06 ; -1.99457e-03 ; 2.16793e+03 
2.32535e+02 ; 7.98897e-02 ; -2.09754e-03 ; 3.78571e-06 ; -1.98992e-03 ; 2.16893e+03 
2.32613e+02 ; 7.96573e-02 ; -2.09446e-03 ; 3.77525e-06 ; -1.98624e-03 ; 2.16994e+03 
2.32704e+02 ; 7.85559e-02 ; -2.08900e-03 ; 3.72369e-06 ; -1.98195e-03 ; 2.17094e+03 
2.32788e+02 ; 7.72085e-02 ; -2.08567e-03 ; 3.66040e-06 ; -1.97799e-03 ; 2.17195e+03 
2.32870e+02 ; 7.43305e-02 ; -2.08105e-03 ; 3.52449e-06 ; -1.97418e-03 ; 2.17295e+03 
2.32956e+02 ; 7.55604e-02 ; -2.07790e-03 ; 3.58339e-06 ; -1.97010e-03 ; 2.17397e+03 
2.33043e+02 ; 7.48196e-02 ; -2.07410e-03 ; 3.54884e-06 ; -1.96605e-03 ; 2.17497e+03 
2.33120e+02 ; 7.73412e-02 ; -2.07000e-03 ; 3.66897e-06 ; -1.96239e-03 ; 2.17596e+03 
2.33213e+02 ; 7.69418e-02 ; -2.06585e-03 ; 3.65067e-06 ; -1.95799e-03 ; 2.17697e+03 
2.33290e+02 ; 7.64540e-02 ; -2.06261e-03 ; 3.62807e-06 ; -1.95428e-03 ; 2.17797e+03 
2.33364e+02 ; 7.81630e-02 ; -2.05815e-03 ; 3.70969e-06 ; -1.95077e-03 ; 2.17897e+03 
2.33457e+02 ; 7.95102e-02 ; -2.05420e-03 ; 3.77430e-06 ; -1.94631e-03 ; 2.17999e+03 
2.33550e+02 ; 8.12181e-02 ; -2.05072e-03 ; 3.85605e-06 ; -1.94186e-03 ; 2.18100e+03 
2.33618e+02 ; 8.14716e-02 ; -2.04615e-03 ; 3.86859e-06 ; -1.93860e-03 ; 2.18202e+03 
2.33711e+02 ; 8.06678e-02 ; -2.04147e-03 ; 3.83112e-06 ; -1.93410e-03 ; 2.18302e+03 
2.33797e+02 ; 8.00047e-02 ; -2.03823e-03 ; 3.80025e-06 ; -1.93002e-03 ; 2.18402e+03 
2.33877e+02 ; 8.11979e-02 ; -2.03470e-03 ; 3.85752e-06 ; -1.92616e-03 ; 2.18502e+03 
2.33972e+02 ; 8.00399e-02 ; -2.03063e-03 ; 3.80320e-06 ; -1.92162e-03 ; 2.18604e+03 
2.34061e+02 ; 8.04368e-02 ; -2.02572e-03 ; 3.82271e-06 ; -1.91736e-03 ; 2.18705e+03 
2.34136e+02 ; 7.97326e-02 ; -2.02186e-03 ; 3.78979e-06 ; -1.91377e-03 ; 2.18805e+03 
2.34222e+02 ; 7.96278e-02 ; -2.01797e-03 ; 3.78543e-06 ; -1.90966e-03 ; 2.18906e+03 
2.34310e+02 ; 7.85985e-02 ; -2.01382e-03 ; 3.73713e-06 ; -1.90546e-03 ; 2.19006e+03 
2.34395e+02 ; 7.87884e-02 ; -2.00981e-03 ; 3.74677e-06 ; -1.90136e-03 ; 2.19107e+03 
2.34491e+02 ; 7.95495e-02 ; -2.00614e-03 ; 3.78366e-06 ; -1.89677e-03 ; 2.19207e+03 
2.34557e+02 ; 7.93101e-02 ; -2.00103e-03 ; 3.77275e-06 ; -1.89360e-03 ; 2.19309e+03 
2.34647e+02 ; 7.86079e-02 ; -1.99800e-03 ; 3.73999e-06 ; -1.88928e-03 ; 2.19409e+03 
2.34730e+02 ; 7.85652e-02 ; -1.99375e-03 ; 3.73856e-06 ; -1.88529e-03 ; 2.19508e+03 
2.34806e+02 ; 7.80783e-02 ; -1.98915e-03 ; 3.71593e-06 ; -1.88169e-03 ; 2.19609e+03 
2.34899e+02 ; 7.77814e-02 ; -1.98530e-03 ; 3.70246e-06 ; -1.87724e-03 ; 2.19711e+03 
2.34980e+02 ; 7.69797e-02 ; -1.98226e-03 ; 3.66487e-06 ; -1.87335e-03 ; 2.19811e+03 
2.35057e+02 ; 7.62367e-02 ; -1.97742e-03 ; 3.63003e-06 ; -1.86965e-03 ; 2.19911e+03 
2.35141e+02 ; 7.67221e-02 ; -1.97360e-03 ; 3.65374e-06 ; -1.86563e-03 ; 2.20011e+03 
2.35223e+02 ; 7.60400e-02 ; -1.96986e-03 ; 3.62183e-06 ; -1.86169e-03 ; 2.20112e+03 
2.35304e+02 ; 7.62537e-02 ; -1.96601e-03 ; 3.63257e-06 ; -1.85785e-03 ; 2.20213e+03 
2.35394e+02 ; 7.45558e-02 ; -1.96204e-03 ; 3.55230e-06 ; -1.85351e-03 ; 2.20313e+03 
2.35466e+02 ; 7.62022e-02 ; -1.95839e-03 ; 3.63124e-06 ; -1.85009e-03 ; 2.20413e+03 
2.35561e+02 ; 7.58880e-02 ; -1.95476e-03 ; 3.61693e-06 ; -1.84551e-03 ; 2.20514e+03 
2.35635e+02 ; 7.65041e-02 ; -1.95063e-03 ; 3.64682e-06 ; -1.84196e-03 ; 2.20614e+03 
2.35702e+02 ; 7.50293e-02 ; -1.94635e-03 ; 3.57698e-06 ; -1.83874e-03 ; 2.20714e+03 
2.35794e+02 ; 7.46358e-02 ; -1.94231e-03 ; 3.55885e-06 ; -1.83434e-03 ; 2.20816e+03 
2.35870e+02 ; 7.39558e-02 ; -1.93927e-03 ; 3.52694e-06 ; -1.83073e-03 ; 2.20916e+03 
2.35941e+02 ; 7.23564e-02 ; -1.93552e-03 ; 3.45114e-06 ; -1.82729e-03 ; 2.21016e+03 
2.36031e+02 ; 7.32126e-02 ; -1.93084e-03 ; 3.49258e-06 ; -1.82300e-03 ; 2.21118e+03 
2.36111e+02 ; 7.35837e-02 ; -1.92826e-03 ; 3.51083e-06 ; -1.81915e-03 ; 2.21218e+03 
2.36186e+02 ; 7.53106e-02 ; -1.92344e-03 ; 3.59374e-06 ; -1.81556e-03 ; 2.21319e+03 
2.36280e+02 ; 7.54402e-02 ; -1.91994e-03 ; 3.60057e-06 ; -1.81107e-03 ; 2.21421e+03 
2.36353e+02 ; 7.59414e-02 ; -1.91615e-03 ; 3.62500e-06 ; -1.80758e-03 ; 2.21521e+03 
2.36437e+02 ; 7.52194e-02 ; -1.91224e-03 ; 3.59112e-06 ; -1.80353e-03 ; 2.21621e+03 
2.36518e+02 ; 7.50400e-02 ; -1.90853e-03 ; 3.58311e-06 ; -1.79968e-03 ; 2.21719e+03 
2.36599e+02 ; 7.53585e-02 ; -1.90467e-03 ; 3.59888e-06 ; -1.79579e-03 ; 2.21822e+03 
2.36674e+02 ; 7.43387e-02 ; -1.89978e-03 ; 3.55069e-06 ; -1.79221e-03 ; 2.21922e+03 
2.36768e+02 ; 7.37991e-02 ; -1.89649e-03 ; 3.52556e-06 ; -1.78770e-03 ; 2.22022e+03 
2.36833e+02 ; 7.33091e-02 ; -1.89275e-03 ; 3.50259e-06 ; -1.78459e-03 ; 2.22123e+03 
2.36905e+02 ; 7.28259e-02 ; -1.88971e-03 ; 3.47998e-06 ; -1.78114e-03 ; 2.22221e+03 
2.36989e+02 ; 7.26152e-02 ; -1.88605e-03 ; 3.47048e-06 ; -1.77712e-03 ; 2.22323e+03 
2.37067e+02 ; 7.37936e-02 ; -1.88149e-03 ; 3.52733e-06 ; -1.77339e-03 ; 2.22423e+03 
2.37165e+02 ; 7.37156e-02 ; -1.87817e-03 ; 3.52427e-06 ; -1.76868e-03 ; 2.22525e+03 
2.37234e+02 ; 7.51087e-02 ; -1.87407e-03 ; 3.59135e-06 ; -1.76537e-03 ; 2.22625e+03 
2.37313e+02 ; 7.45482e-02 ; -1.86972e-03 ; 3.56509e-06 ; -1.76160e-03 ; 2.22725e+03 
2.37397e+02 ; 7.40688e-02 ; -1.86621e-03 ; 3.54274e-06 ; -1.75757e-03 ; 2.22825e+03 
2.37473e+02 ; 7.43688e-02 ; -1.86258e-03 ; 3.55761e-06 ; -1.75394e-03 ; 2.22926e+03 
2.37551e+02 ; 7.40949e-02 ; -1.85823e-03 ; 3.54504e-06 ; -1.75018e-03 ; 2.23028e+03 
2.37639e+02 ; 7.33032e-02 ; -1.85534e-03 ; 3.50776e-06 ; -1.74596e-03 ; 2.23130e+03 
2.37724e+02 ; 7.28759e-02 ; -1.85128e-03 ; 3.48788e-06 ; -1.74190e-03 ; 2.23230e+03 
2.37794e+02 ; 7.26987e-02 ; -1.84703e-03 ; 3.47987e-06 ; -1.73857e-03 ; 2.23331e+03 
2.37881e+02 ; 7.27140e-02 ; -1.84336e-03 ; 3.48119e-06 ; -1.73439e-03 ; 2.23431e+03 
2.37957e+02 ; 7.27468e-02 ; -1.83977e-03 ; 3.48327e-06 ; -1.73076e-03 ; 2.23532e+03 
2.38031e+02 ; 7.36482e-02 ; -1.83585e-03 ; 3.52694e-06 ; -1.72720e-03 ; 2.23632e+03 
2.38104e+02 ; 7.26563e-02 ; -1.83279e-03 ; 3.47993e-06 ; -1.72369e-03 ; 2.23730e+03 
2.38186e+02 ; 7.29860e-02 ; -1.82802e-03 ; 3.49623e-06 ; -1.71980e-03 ; 2.23832e+03 
2.38274e+02 ; 7.21351e-02 ; -1.82540e-03 ; 3.45597e-06 ; -1.71555e-03 ; 2.23933e+03 
2.38349e+02 ; 7.21040e-02 ; -1.82129e-03 ; 3.45490e-06 ; -1.71195e-03 ; 2.24035e+03 
2.38419e+02 ; 7.19340e-02 ; -1.81703e-03 ; 3.44714e-06 ; -1.70864e-03 ; 2.24135e+03 
2.38505e+02 ; 7.14944e-02 ; -1.81367e-03 ; 3.42656e-06 ; -1.70449e-03 ; 2.24235e+03 
2.38582e+02 ; 7.19382e-02 ; -1.80958e-03 ; 3.44827e-06 ; -1.70079e-03 ; 2.24337e+03 
2.38659e+02 ; 7.14859e-02 ; -1.80563e-03 ; 3.42701e-06 ; -1.69713e-03 ; 2.24437e+03 
2.38741e+02 ; 7.19401e-02 ; -1.80258e-03 ; 3.44925e-06 ; -1.69318e-03 ; 2.24538e+03 
2.38794e+02 ; 7.19087e-02 ; -1.79862e-03 ; 3.44804e-06 ; -1.69063e-03 ; 2.24638e+03 
2.38890e+02 ; 6.82340e-02 ; -1.79428e-03 ; 3.27235e-06 ; -1.68607e-03 ; 2.24740e+03 
2.38972e+02 ; 6.90859e-02 ; -1.79145e-03 ; 3.31365e-06 ; -1.68213e-03 ; 2.24841e+03 
2.39032e+02 ; 6.80968e-02 ; -1.78786e-03 ; 3.26653e-06 ; -1.67925e-03 ; 2.24942e+03 
2.39119e+02 ; 6.84552e-02 ; -1.78397e-03 ; 3.28419e-06 ; -1.67508e-03 ; 2.25043e+03 
2.39198e+02 ; 6.87797e-02 ; -1.78036e-03 ; 3.30018e-06 ; -1.67128e-03 ; 2.25143e+03 
2.39273e+02 ; 6.86893e-02 ; -1.77748e-03 ; 3.29625e-06 ; -1.66769e-03 ; 2.25243e+03 
2.39349e+02 ; 6.94301e-02 ; -1.77353e-03 ; 3.33221e-06 ; -1.66409e-03 ; 2.25344e+03 
2.39431e+02 ; 6.84959e-02 ; -1.76938e-03 ; 3.28781e-06 ; -1.66016e-03 ; 2.25444e+03 
2.39499e+02 ; 6.99338e-02 ; -1.76586e-03 ; 3.35720e-06 ; -1.65690e-03 ; 2.25543e+03 
2.39580e+02 ; 6.91697e-02 ; -1.76213e-03 ; 3.32096e-06 ; -1.65301e-03 ; 2.25646e+03 
2.39655e+02 ; 6.96185e-02 ; -1.75876e-03 ; 3.34292e-06 ; -1.64943e-03 ; 2.25747e+03 
2.39722e+02 ; 6.94417e-02 ; -1.75472e-03 ; 3.33480e-06 ; -1.64621e-03 ; 2.25849e+03 
2.39807e+02 ; 6.92705e-02 ; -1.75102e-03 ; 3.32703e-06 ; -1.64215e-03 ; 2.25949e+03 
2.39890e+02 ; 6.93751e-02 ; -1.74760e-03 ; 3.33252e-06 ; -1.63813e-03 ; 2.26051e+03 
2.39958e+02 ; 7.01476e-02 ; -1.74435e-03 ; 3.37000e-06 ; -1.63490e-03 ; 2.26150e+03 
2.40045e+02 ; 7.01734e-02 ; -1.74064e-03 ; 3.37171e-06 ; -1.63075e-03 ; 2.26249e+03 
2.40106e+02 ; 7.07111e-02 ; -1.73633e-03 ; 3.39789e-06 ; -1.62782e-03 ; 2.26351e+03 
2.40185e+02 ; 7.01426e-02 ; -1.73283e-03 ; 3.37101e-06 ; -1.62401e-03 ; 2.26450e+03 
2.40271e+02 ; 6.91787e-02 ; -1.72982e-03 ; 3.32515e-06 ; -1.61990e-03 ; 2.26552e+03 
2.40344e+02 ; 6.87804e-02 ; -1.72578e-03 ; 3.30640e-06 ; -1.61640e-03 ; 2.26652e+03 
2.40413e+02 ; 6.82879e-02 ; -1.72183e-03 ; 3.28309e-06 ; -1.61312e-03 ; 2.26752e+03 
2.40496e+02 ; 6.89101e-02 ; -1.71885e-03 ; 3.31346e-06 ; -1.60914e-03 ; 2.26853e+03 
2.40561e+02 ; 6.90092e-02 ; -1.71529e-03 ; 3.31857e-06 ; -1.60604e-03 ; 2.26955e+03 
2.40645e+02 ; 6.80649e-02 ; -1.71111e-03 ; 3.27362e-06 ; -1.60198e-03 ; 2.27055e+03 
2.40726e+02 ; 6.84551e-02 ; -1.70817e-03 ; 3.29282e-06 ; -1.59811e-03 ; 2.27157e+03 
2.40791e+02 ; 6.81627e-02 ; -1.70398e-03 ; 3.27910e-06 ; -1.59501e-03 ; 2.27258e+03 
2.40877e+02 ; 6.87175e-02 ; -1.70047e-03 ; 3.30626e-06 ; -1.59086e-03 ; 2.27359e+03 
2.40956e+02 ; 6.76873e-02 ; -1.69719e-03 ; 3.25711e-06 ; -1.58707e-03 ; 2.27460e+03 
2.41012e+02 ; 6.82957e-02 ; -1.69299e-03 ; 3.28669e-06 ; -1.58442e-03 ; 2.27561e+03 
2.41095e+02 ; 6.75335e-02 ; -1.68987e-03 ; 3.25045e-06 ; -1.58044e-03 ; 2.27663e+03 
2.41172e+02 ; 6.73048e-02 ; -1.68622e-03 ; 3.23985e-06 ; -1.57675e-03 ; 2.27763e+03 
2.41239e+02 ; 6.73202e-02 ; -1.68247e-03 ; 3.24095e-06 ; -1.57353e-03 ; 2.27863e+03 
2.41323e+02 ; 6.81687e-02 ; -1.67890e-03 ; 3.28225e-06 ; -1.56950e-03 ; 2.27963e+03 
2.41407e+02 ; 6.77664e-02 ; -1.67592e-03 ; 3.26333e-06 ; -1.56549e-03 ; 2.28064e+03 
2.41470e+02 ; 6.75732e-02 ; -1.67182e-03 ; 3.25436e-06 ; -1.56249e-03 ; 2.28163e+03 
2.41547e+02 ; 6.77707e-02 ; -1.66816e-03 ; 3.26428e-06 ; -1.55879e-03 ; 2.28265e+03 
2.41633e+02 ; 6.75470e-02 ; -1.66501e-03 ; 3.25396e-06 ; -1.55467e-03 ; 2.28365e+03 
2.41695e+02 ; 6.80933e-02 ; -1.66076e-03 ; 3.28062e-06 ; -1.55169e-03 ; 2.28467e+03 
2.41768e+02 ; 6.76400e-02 ; -1.65713e-03 ; 3.25917e-06 ; -1.54821e-03 ; 2.28567e+03 
2.41848e+02 ; 6.63411e-02 ; -1.65365e-03 ; 3.19700e-06 ; -1.54436e-03 ; 2.28668e+03 
2.41920e+02 ; 6.57429e-02 ; -1.65045e-03 ; 3.16855e-06 ; -1.54090e-03 ; 2.28768e+03 
2.41997e+02 ; 6.64137e-02 ; -1.64746e-03 ; 3.20128e-06 ; -1.53725e-03 ; 2.28867e+03 
2.42056e+02 ; 6.52507e-02 ; -1.64363e-03 ; 3.14552e-06 ; -1.53441e-03 ; 2.28969e+03 
2.42143e+02 ; 6.51498e-02 ; -1.63978e-03 ; 3.14111e-06 ; -1.53025e-03 ; 2.29068e+03 
2.42217e+02 ; 6.59238e-02 ; -1.63681e-03 ; 3.17881e-06 ; -1.52670e-03 ; 2.29170e+03 
2.42290e+02 ; 6.57900e-02 ; -1.63349e-03 ; 3.17274e-06 ; -1.52320e-03 ; 2.29272e+03 
2.42361e+02 ; 6.49219e-02 ; -1.62957e-03 ; 3.13124e-06 ; -1.51980e-03 ; 2.29372e+03 
2.42448e+02 ; 6.46579e-02 ; -1.62593e-03 ; 3.11895e-06 ; -1.51563e-03 ; 2.29472e+03 
2.42497e+02 ; 6.49331e-02 ; -1.62265e-03 ; 3.13248e-06 ; -1.51329e-03 ; 2.29572e+03 
2.42573e+02 ; 6.50951e-02 ; -1.61886e-03 ; 3.14069e-06 ; -1.50962e-03 ; 2.29672e+03 
2.42632e+02 ; 6.54367e-02 ; -1.61535e-03 ; 3.15747e-06 ; -1.50684e-03 ; 2.29772e+03 
2.42717e+02 ; 6.50477e-02 ; -1.61232e-03 ; 3.13914e-06 ; -1.50276e-03 ; 2.29872e+03 
2.42801e+02 ; 6.57855e-02 ; -1.60937e-03 ; 3.17518e-06 ; -1.49872e-03 ; 2.29974e+03 
2.42850e+02 ; 6.54068e-02 ; -1.60507e-03 ; 3.15716e-06 ; -1.49635e-03 ; 2.30074e+03 
2.42940e+02 ; 6.59983e-02 ; -1.60161e-03 ; 3.18618e-06 ; -1.49208e-03 ; 2.30175e+03 
2.43018e+02 ; 6.37834e-02 ; -1.59861e-03 ; 3.07965e-06 ; -1.48833e-03 ; 2.30276e+03 
2.43080e+02 ; 6.46823e-02 ; -1.59445e-03 ; 3.12337e-06 ; -1.48535e-03 ; 2.30376e+03 
2.43149e+02 ; 6.52508e-02 ; -1.59160e-03 ; 3.15117e-06 ; -1.48207e-03 ; 2.30477e+03 
2.43221e+02 ; 6.52714e-02 ; -1.58821e-03 ; 3.15255e-06 ; -1.47855e-03 ; 2.30576e+03 
2.43304e+02 ; 6.39423e-02 ; -1.58452e-03 ; 3.08878e-06 ; -1.47449e-03 ; 2.30677e+03 
2.43368e+02 ; 6.40217e-02 ; -1.58076e-03 ; 3.09295e-06 ; -1.47140e-03 ; 2.30778e+03 
2.43431e+02 ; 6.34737e-02 ; -1.57768e-03 ; 3.06680e-06 ; -1.46829e-03 ; 2.30878e+03 
2.43508e+02 ; 6.34329e-02 ; -1.57408e-03 ; 3.06522e-06 ; -1.46455e-03 ; 2.30979e+03 
2.43582e+02 ; 6.46747e-02 ; -1.57028e-03 ; 3.12562e-06 ; -1.46095e-03 ; 2.31080e+03 
2.43667e+02 ; 6.46964e-02 ; -1.56761e-03 ; 3.12711e-06 ; -1.45682e-03 ; 2.31182e+03 
2.43722e+02 ; 6.52471e-02 ; -1.56338e-03 ; 3.15401e-06 ; -1.45415e-03 ; 2.31282e+03 
2.43786e+02 ; 6.47248e-02 ; -1.56003e-03 ; 3.12910e-06 ; -1.45103e-03 ; 2.31384e+03 
2.43867e+02 ; 6.42172e-02 ; -1.55711e-03 ; 3.10498e-06 ; -1.44710e-03 ; 2.31485e+03 
2.43935e+02 ; 6.51378e-02 ; -1.55289e-03 ; 3.14985e-06 ; -1.44378e-03 ; 2.31585e+03 
2.44010e+02 ; 6.49796e-02 ; -1.55014e-03 ; 3.14260e-06 ; -1.44010e-03 ; 2.31687e+03 
2.44081e+02 ; 6.39680e-02 ; -1.54648e-03 ; 3.09404e-06 ; -1.43666e-03 ; 2.31788e+03 
2.44152e+02 ; 6.46980e-02 ; -1.54297e-03 ; 3.12972e-06 ; -1.43318e-03 ; 2.31888e+03 
2.44229e+02 ; 6.49430e-02 ; -1.53971e-03 ; 3.14198e-06 ; -1.42943e-03 ; 2.31987e+03 
2.44301e+02 ; 6.42217e-02 ; -1.53590e-03 ; 3.10745e-06 ; -1.42596e-03 ; 2.32089e+03 
2.44368e+02 ; 6.31053e-02 ; -1.53261e-03 ; 3.05378e-06 ; -1.42266e-03 ; 2.32189e+03 
