T[K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
2.58960e+02 ; 4.13315e-02 ; -8.17871e-04 ; 2.04407e-06 ; -7.08002e-04 ; 1.26995e+03 
2.59021e+02 ; 3.69623e-02 ; -8.14825e-04 ; 1.82815e-06 ; -7.04950e-04 ; 1.27099e+03 
2.59083e+02 ; 3.81232e-02 ; -8.11773e-04 ; 1.88573e-06 ; -7.01904e-04 ; 1.27200e+03 
2.59145e+02 ; 3.72475e-02 ; -8.11767e-04 ; 1.84257e-06 ; -6.98852e-04 ; 1.27302e+03 
2.59207e+02 ; 3.84076e-02 ; -8.08716e-04 ; 1.90012e-06 ; -6.95801e-04 ; 1.27403e+03 
2.59207e+02 ; 4.01540e-02 ; -8.05670e-04 ; 1.98652e-06 ; -6.95795e-04 ; 1.27503e+03 
2.59269e+02 ; 4.16053e-02 ; -8.02612e-04 ; 2.05850e-06 ; -6.92743e-04 ; 1.27605e+03 
2.59330e+02 ; 4.18921e-02 ; -7.99566e-04 ; 2.07286e-06 ; -6.89697e-04 ; 1.27706e+03 
2.59392e+02 ; 4.21794e-02 ; -7.99560e-04 ; 2.08726e-06 ; -6.86645e-04 ; 1.27808e+03 
2.59454e+02 ; 4.33398e-02 ; -7.96509e-04 ; 2.14487e-06 ; -6.83594e-04 ; 1.27908e+03 
2.59454e+02 ; 4.21758e-02 ; -7.93457e-04 ; 2.08726e-06 ; -6.83588e-04 ; 1.28009e+03 
2.59516e+02 ; 4.21727e-02 ; -7.90411e-04 ; 2.08729e-06 ; -6.80536e-04 ; 1.28111e+03 
2.59577e+02 ; 4.15869e-02 ; -7.87359e-04 ; 2.05847e-06 ; -6.77484e-04 ; 1.28210e+03 
2.59639e+02 ; 4.07109e-02 ; -7.84308e-04 ; 2.01528e-06 ; -6.74438e-04 ; 1.28312e+03 
2.59701e+02 ; 3.98351e-02 ; -7.84302e-04 ; 1.97210e-06 ; -6.71387e-04 ; 1.28413e+03 
2.59701e+02 ; 3.80905e-02 ; -7.81250e-04 ; 1.88573e-06 ; -6.71381e-04 ; 1.28515e+03 
2.59763e+02 ; 3.83780e-02 ; -7.78204e-04 ; 1.90012e-06 ; -6.68329e-04 ; 1.28615e+03 
2.59824e+02 ; 3.98283e-02 ; -7.75152e-04 ; 1.97210e-06 ; -6.65283e-04 ; 1.28715e+03 
2.59886e+02 ; 3.98254e-02 ; -7.72101e-04 ; 1.97213e-06 ; -6.62231e-04 ; 1.28816e+03 
2.59886e+02 ; 4.04062e-02 ; -7.72095e-04 ; 2.00089e-06 ; -6.62225e-04 ; 1.28917e+03 
2.59948e+02 ; 4.01121e-02 ; -7.69043e-04 ; 1.98649e-06 ; -6.59174e-04 ; 1.29017e+03 
2.60010e+02 ; 4.06905e-02 ; -7.65997e-04 ; 2.01531e-06 ; -6.56122e-04 ; 1.29117e+03 
2.60072e+02 ; 4.12683e-02 ; -7.62945e-04 ; 2.04410e-06 ; -6.53076e-04 ; 1.29217e+03 
2.60133e+02 ; 4.15548e-02 ; -7.62939e-04 ; 2.05847e-06 ; -6.50024e-04 ; 1.29317e+03 
2.60195e+02 ; 4.12612e-02 ; -7.59888e-04 ; 2.04410e-06 ; -6.46973e-04 ; 1.29418e+03 
2.60195e+02 ; 4.00983e-02 ; -7.56836e-04 ; 1.98649e-06 ; -6.46967e-04 ; 1.29518e+03 
2.60257e+02 ; 3.71894e-02 ; -7.53790e-04 ; 1.84254e-06 ; -6.43915e-04 ; 1.29620e+03 
2.60319e+02 ; 3.51531e-02 ; -7.50738e-04 ; 1.74180e-06 ; -6.40869e-04 ; 1.29720e+03 
2.60380e+02 ; 3.63115e-02 ; -7.50732e-04 ; 1.79936e-06 ; -6.37817e-04 ; 1.29820e+03 
2.60381e+02 ; 3.63115e-02 ; -7.47687e-04 ; 1.79936e-06 ; -6.37811e-04 ; 1.29920e+03 
2.60442e+02 ; 3.42757e-02 ; -7.44635e-04 ; 1.69862e-06 ; -6.34766e-04 ; 1.30020e+03 
2.60504e+02 ; 3.42721e-02 ; -7.44629e-04 ; 1.69859e-06 ; -6.31714e-04 ; 1.30121e+03 
2.60504e+02 ; 3.48536e-02 ; -7.41577e-04 ; 1.72741e-06 ; -6.31708e-04 ; 1.30223e+03 
2.60566e+02 ; 3.54309e-02 ; -7.38531e-04 ; 1.75617e-06 ; -6.28656e-04 ; 1.30324e+03 
2.60628e+02 ; 3.62996e-02 ; -7.38525e-04 ; 1.79938e-06 ; -6.25610e-04 ; 1.30424e+03 
2.60689e+02 ; 3.60061e-02 ; -7.35474e-04 ; 1.78499e-06 ; -6.22558e-04 ; 1.30526e+03 
2.60689e+02 ; 3.68766e-02 ; -7.32422e-04 ; 1.82815e-06 ; -6.22553e-04 ; 1.30626e+03 
2.60751e+02 ; 3.74542e-02 ; -7.29376e-04 ; 1.85694e-06 ; -6.19501e-04 ; 1.30727e+03 
2.60813e+02 ; 3.68703e-02 ; -7.26324e-04 ; 1.82815e-06 ; -6.16455e-04 ; 1.30829e+03 
2.60875e+02 ; 3.77386e-02 ; -7.26318e-04 ; 1.87136e-06 ; -6.13403e-04 ; 1.30929e+03 
2.60936e+02 ; 4.17986e-02 ; -7.23267e-04 ; 2.07286e-06 ; -6.10351e-04 ; 1.31030e+03 
2.60937e+02 ; 4.26700e-02 ; -7.20221e-04 ; 2.11608e-06 ; -6.10346e-04 ; 1.31129e+03 
2.60998e+02 ; 4.32462e-02 ; -7.17169e-04 ; 2.14484e-06 ; -6.07294e-04 ; 1.31230e+03 
2.61060e+02 ; 4.26621e-02 ; -7.14117e-04 ; 2.11605e-06 ; -6.04242e-04 ; 1.31332e+03 
2.61122e+02 ; 4.23682e-02 ; -7.11065e-04 ; 2.10165e-06 ; -6.01196e-04 ; 1.31435e+03 
2.61184e+02 ; 4.23651e-02 ; -7.11059e-04 ; 2.10168e-06 ; -5.98144e-04 ; 1.31535e+03 
2.61245e+02 ; 4.14905e-02 ; -7.08008e-04 ; 2.05847e-06 ; -5.95093e-04 ; 1.31634e+03 
2.61307e+02 ; 4.17776e-02 ; -7.04962e-04 ; 2.07289e-06 ; -5.92041e-04 ; 1.31735e+03 
2.61307e+02 ; 4.09072e-02 ; -7.01910e-04 ; 2.02971e-06 ; -5.92035e-04 ; 1.31835e+03 
2.61369e+02 ; 4.03235e-02 ; -6.98858e-04 ; 2.00092e-06 ; -5.88983e-04 ; 1.31935e+03 
2.61431e+02 ; 4.00294e-02 ; -6.98852e-04 ; 1.98649e-06 ; -5.85937e-04 ; 1.32037e+03 
2.61492e+02 ; 3.94458e-02 ; -6.95801e-04 ; 1.95770e-06 ; -5.82886e-04 ; 1.32138e+03 
2.61554e+02 ; 4.00231e-02 ; -6.92755e-04 ; 1.98652e-06 ; -5.79834e-04 ; 1.32240e+03 
2.61554e+02 ; 3.91530e-02 ; -6.89703e-04 ; 1.94334e-06 ; -5.79828e-04 ; 1.32341e+03 
2.61616e+02 ; 3.85691e-02 ; -6.86651e-04 ; 1.91452e-06 ; -5.76782e-04 ; 1.32441e+03 
2.61678e+02 ; 3.74064e-02 ; -6.86645e-04 ; 1.85697e-06 ; -5.73730e-04 ; 1.32541e+03 
2.61740e+02 ; 3.47937e-02 ; -6.83594e-04 ; 1.72741e-06 ; -5.70679e-04 ; 1.32642e+03 
2.61740e+02 ; 3.36333e-02 ; -6.80548e-04 ; 1.66980e-06 ; -5.70673e-04 ; 1.32743e+03 
2.61801e+02 ; 3.36304e-02 ; -6.80542e-04 ; 1.66980e-06 ; -5.67627e-04 ; 1.32843e+03 
2.61863e+02 ; 3.47871e-02 ; -6.77490e-04 ; 1.72738e-06 ; -5.64575e-04 ; 1.32944e+03 
2.61863e+02 ; 3.71069e-02 ; -6.74444e-04 ; 1.84257e-06 ; -5.64569e-04 ; 1.33045e+03 
2.61925e+02 ; 3.76834e-02 ; -6.71393e-04 ; 1.87136e-06 ; -5.61517e-04 ; 1.33147e+03 
2.61987e+02 ; 3.88395e-02 ; -6.71387e-04 ; 1.92894e-06 ; -5.58472e-04 ; 1.33248e+03 
2.62048e+02 ; 3.82566e-02 ; -6.68335e-04 ; 1.90015e-06 ; -5.55420e-04 ; 1.33350e+03 
2.62110e+02 ; 3.82533e-02 ; -6.65283e-04 ; 1.90015e-06 ; -5.52368e-04 ; 1.33452e+03 
2.62110e+02 ; 3.79635e-02 ; -6.62237e-04 ; 1.88576e-06 ; -5.52362e-04 ; 1.33550e+03 
2.62172e+02 ; 3.65107e-02 ; -6.59186e-04 ; 1.81375e-06 ; -5.49310e-04 ; 1.33652e+03 
2.62234e+02 ; 3.65082e-02 ; -6.59180e-04 ; 1.81378e-06 ; -5.46259e-04 ; 1.33752e+03 
2.62234e+02 ; 3.56389e-02 ; -6.56128e-04 ; 1.77060e-06 ; -5.46259e-04 ; 1.33853e+03 
2.62296e+02 ; 3.47661e-02 ; -6.53082e-04 ; 1.72738e-06 ; -5.43207e-04 ; 1.33955e+03 
2.62357e+02 ; 3.41837e-02 ; -6.50030e-04 ; 1.69859e-06 ; -5.40161e-04 ; 1.34055e+03 
2.62419e+02 ; 3.47601e-02 ; -6.50024e-04 ; 1.72738e-06 ; -5.37109e-04 ; 1.34156e+03 
2.62419e+02 ; 3.64987e-02 ; -6.46979e-04 ; 1.81378e-06 ; -5.37103e-04 ; 1.34258e+03 
2.62481e+02 ; 3.47577e-02 ; -6.43927e-04 ; 1.72741e-06 ; -5.34052e-04 ; 1.34359e+03 
2.62543e+02 ; 3.59132e-02 ; -6.43921e-04 ; 1.78499e-06 ; -5.31006e-04 ; 1.34461e+03 
2.62604e+02 ; 3.53303e-02 ; -6.40869e-04 ; 1.75617e-06 ; -5.27954e-04 ; 1.34564e+03 
2.62604e+02 ; 3.56199e-02 ; -6.37823e-04 ; 1.77057e-06 ; -5.27948e-04 ; 1.34661e+03 
2.62666e+02 ; 3.59070e-02 ; -6.34771e-04 ; 1.78499e-06 ; -5.24896e-04 ; 1.34762e+03 
2.62728e+02 ; 3.61929e-02 ; -6.34766e-04 ; 1.79936e-06 ; -5.21850e-04 ; 1.34864e+03 
2.62728e+02 ; 3.47451e-02 ; -6.31720e-04 ; 1.72738e-06 ; -5.21845e-04 ; 1.34966e+03 
2.62790e+02 ; 3.59002e-02 ; -6.28668e-04 ; 1.78496e-06 ; -5.18793e-04 ; 1.35068e+03 
2.62852e+02 ; 3.53187e-02 ; -6.25616e-04 ; 1.75620e-06 ; -5.15741e-04 ; 1.35169e+03 
2.62913e+02 ; 3.58946e-02 ; -6.25610e-04 ; 1.78499e-06 ; -5.12695e-04 ; 1.35269e+03 
2.62913e+02 ; 3.50262e-02 ; -6.22564e-04 ; 1.74180e-06 ; -5.12689e-04 ; 1.35371e+03 
2.63037e+02 ; 3.53096e-02 ; -6.19513e-04 ; 1.75620e-06 ; -5.06592e-04 ; 1.35472e+03 
2.63037e+02 ; 3.44413e-02 ; -6.16461e-04 ; 1.71301e-06 ; -5.06592e-04 ; 1.35574e+03 
2.63099e+02 ; 3.41489e-02 ; -6.16455e-04 ; 1.69862e-06 ; -5.03540e-04 ; 1.35675e+03 
2.63160e+02 ; 3.35672e-02 ; -6.13409e-04 ; 1.66983e-06 ; -5.00488e-04 ; 1.35777e+03 
2.63160e+02 ; 3.41454e-02 ; -6.10357e-04 ; 1.69859e-06 ; -5.00488e-04 ; 1.35877e+03 
2.63221e+02 ; 3.35643e-02 ; -6.10351e-04 ; 1.66983e-06 ; -4.97436e-04 ; 1.35979e+03 
2.63282e+02 ; 3.50075e-02 ; -6.07306e-04 ; 1.74178e-06 ; -4.94385e-04 ; 1.36080e+03 
2.63282e+02 ; 3.55861e-02 ; -6.04254e-04 ; 1.77057e-06 ; -4.94379e-04 ; 1.36182e+03 
2.63343e+02 ; 3.44259e-02 ; -6.01202e-04 ; 1.71299e-06 ; -4.91327e-04 ; 1.36283e+03 
2.63404e+02 ; 3.44229e-02 ; -6.01196e-04 ; 1.71299e-06 ; -4.88281e-04 ; 1.36385e+03 
2.63404e+02 ; 3.47122e-02 ; -5.98150e-04 ; 1.72738e-06 ; -4.88275e-04 ; 1.36485e+03 
2.63465e+02 ; 3.47092e-02 ; -5.95099e-04 ; 1.72738e-06 ; -4.85223e-04 ; 1.36586e+03 
2.63526e+02 ; 3.47062e-02 ; -5.95093e-04 ; 1.72738e-06 ; -4.82178e-04 ; 1.36686e+03 
2.63587e+02 ; 3.44146e-02 ; -5.92041e-04 ; 1.71301e-06 ; -4.79126e-04 ; 1.36787e+03 
2.63587e+02 ; 3.52816e-02 ; -5.88995e-04 ; 1.75617e-06 ; -4.79120e-04 ; 1.36888e+03 
2.63648e+02 ; 3.38327e-02 ; -5.88989e-04 ; 1.68420e-06 ; -4.76068e-04 ; 1.36988e+03 
2.63708e+02 ; 3.41189e-02 ; -5.85937e-04 ; 1.69859e-06 ; -4.73022e-04 ; 1.37088e+03 
2.63769e+02 ; 3.46948e-02 ; -5.82892e-04 ; 1.72741e-06 ; -4.69971e-04 ; 1.37188e+03 
2.63769e+02 ; 3.41165e-02 ; -5.82886e-04 ; 1.69862e-06 ; -4.69965e-04 ; 1.37290e+03 
2.63830e+02 ; 3.44027e-02 ; -5.79834e-04 ; 1.71301e-06 ; -4.66919e-04 ; 1.37390e+03 
2.63891e+02 ; 3.41101e-02 ; -5.76782e-04 ; 1.69859e-06 ; -4.63867e-04 ; 1.37491e+03 
2.63891e+02 ; 3.41106e-02 ; -5.73736e-04 ; 1.69862e-06 ; -4.63861e-04 ; 1.37591e+03 
2.63952e+02 ; 3.35296e-02 ; -5.70685e-04 ; 1.66983e-06 ; -4.60809e-04 ; 1.37693e+03 
2.64013e+02 ; 3.35261e-02 ; -5.70679e-04 ; 1.66980e-06 ; -4.57764e-04 ; 1.37793e+03 
2.64013e+02 ; 3.43937e-02 ; -5.67633e-04 ; 1.71301e-06 ; -4.57758e-04 ; 1.37891e+03 
2.64074e+02 ; 3.29458e-02 ; -5.64581e-04 ; 1.64104e-06 ; -4.54706e-04 ; 1.37993e+03 
2.64135e+02 ; 3.38099e-02 ; -5.64575e-04 ; 1.68422e-06 ; -4.51660e-04 ; 1.38094e+03 
2.64196e+02 ; 3.43843e-02 ; -5.61529e-04 ; 1.71299e-06 ; -4.48608e-04 ; 1.38194e+03 
2.64196e+02 ; 3.32290e-02 ; -5.58478e-04 ; 1.65543e-06 ; -4.48602e-04 ; 1.38294e+03 
2.64257e+02 ; 3.35151e-02 ; -5.58472e-04 ; 1.66983e-06 ; -4.45557e-04 ; 1.38396e+03 
2.64318e+02 ; 3.32227e-02 ; -5.55420e-04 ; 1.65541e-06 ; -4.42505e-04 ; 1.38496e+03 
2.64318e+02 ; 3.35116e-02 ; -5.52374e-04 ; 1.66980e-06 ; -4.42499e-04 ; 1.38596e+03 
2.64379e+02 ; 3.26421e-02 ; -5.52368e-04 ; 1.62662e-06 ; -4.39447e-04 ; 1.38697e+03 
2.64439e+02 ; 3.26399e-02 ; -5.49316e-04 ; 1.62664e-06 ; -4.36401e-04 ; 1.38799e+03 
2.64500e+02 ; 3.32141e-02 ; -5.46271e-04 ; 1.65541e-06 ; -4.33350e-04 ; 1.38900e+03 
2.64500e+02 ; 3.26370e-02 ; -5.43219e-04 ; 1.62664e-06 ; -4.33344e-04 ; 1.39002e+03 
2.64561e+02 ; 3.29225e-02 ; -5.43213e-04 ; 1.64101e-06 ; -4.30298e-04 ; 1.39104e+03 
2.64622e+02 ; 3.29202e-02 ; -5.40167e-04 ; 1.64104e-06 ; -4.27246e-04 ; 1.39205e+03 
2.64622e+02 ; 3.29202e-02 ; -5.37115e-04 ; 1.64104e-06 ; -4.27240e-04 ; 1.39307e+03 
2.64683e+02 ; 3.26286e-02 ; -5.37109e-04 ; 1.62664e-06 ; -4.24194e-04 ; 1.39408e+03 
2.64744e+02 ; 3.26258e-02 ; -5.34058e-04 ; 1.62664e-06 ; -4.21142e-04 ; 1.39508e+03 
2.64744e+02 ; 3.29145e-02 ; -5.31012e-04 ; 1.64104e-06 ; -4.21137e-04 ; 1.39611e+03 
2.64805e+02 ; 3.29111e-02 ; -5.31006e-04 ; 1.64101e-06 ; -4.18085e-04 ; 1.39713e+03 
2.64866e+02 ; 3.20422e-02 ; -5.27954e-04 ; 1.59783e-06 ; -4.15039e-04 ; 1.39813e+03 
2.64866e+02 ; 3.20428e-02 ; -5.24908e-04 ; 1.59785e-06 ; -4.15033e-04 ; 1.39914e+03 
2.64927e+02 ; 3.17513e-02 ; -5.24902e-04 ; 1.58346e-06 ; -4.11981e-04 ; 1.40015e+03 
2.64988e+02 ; 3.23253e-02 ; -5.21850e-04 ; 1.61222e-06 ; -4.08935e-04 ; 1.40116e+03 
2.64988e+02 ; 3.26145e-02 ; -5.18805e-04 ; 1.62664e-06 ; -4.08929e-04 ; 1.40217e+03 
2.65049e+02 ; 3.26111e-02 ; -5.18799e-04 ; 1.62662e-06 ; -4.05878e-04 ; 1.40316e+03 
2.65109e+02 ; 3.26088e-02 ; -5.15747e-04 ; 1.62664e-06 ; -4.02832e-04 ; 1.40418e+03 
2.65170e+02 ; 3.26060e-02 ; -5.12701e-04 ; 1.62664e-06 ; -3.99780e-04 ; 1.40518e+03 
2.65170e+02 ; 3.20289e-02 ; -5.09649e-04 ; 1.59785e-06 ; -3.99774e-04 ; 1.40620e+03 
2.65231e+02 ; 3.20256e-02 ; -5.09643e-04 ; 1.59783e-06 ; -3.96728e-04 ; 1.40721e+03 
2.65292e+02 ; 3.23119e-02 ; -5.06598e-04 ; 1.61225e-06 ; -3.93677e-04 ; 1.40823e+03 
2.65353e+02 ; 3.25975e-02 ; -5.03546e-04 ; 1.62664e-06 ; -3.90625e-04 ; 1.40923e+03 
2.65353e+02 ; 3.25975e-02 ; -5.03540e-04 ; 1.62664e-06 ; -3.90625e-04 ; 1.41021e+03 
2.65414e+02 ; 2.99987e-02 ; -5.00494e-04 ; 1.49709e-06 ; -3.87573e-04 ; 1.41123e+03 
2.65414e+02 ; 2.94212e-02 ; -4.97442e-04 ; 1.46827e-06 ; -3.87567e-04 ; 1.41223e+03 
2.65475e+02 ; 2.94192e-02 ; -4.97436e-04 ; 1.46830e-06 ; -3.84521e-04 ; 1.41322e+03 
2.65536e+02 ; 3.08587e-02 ; -4.94391e-04 ; 1.54027e-06 ; -3.81470e-04 ; 1.41422e+03 
2.65536e+02 ; 3.14349e-02 ; -4.91339e-04 ; 1.56904e-06 ; -3.81464e-04 ; 1.41524e+03 
2.65597e+02 ; 3.11444e-02 ; -4.91333e-04 ; 1.55467e-06 ; -3.78418e-04 ; 1.41626e+03 
2.65658e+02 ; 3.31595e-02 ; -4.88287e-04 ; 1.65541e-06 ; -3.75366e-04 ; 1.41726e+03 
2.65658e+02 ; 3.31601e-02 ; -4.85235e-04 ; 1.65543e-06 ; -3.75360e-04 ; 1.41826e+03 
2.65719e+02 ; 3.31572e-02 ; -4.85229e-04 ; 1.65543e-06 ; -3.72314e-04 ; 1.41926e+03 
2.65779e+02 ; 3.25772e-02 ; -4.82178e-04 ; 1.62662e-06 ; -3.69263e-04 ; 1.42027e+03 
2.65780e+02 ; 3.22895e-02 ; -4.79132e-04 ; 1.61225e-06 ; -3.69257e-04 ; 1.42128e+03 
2.65841e+02 ; 3.25750e-02 ; -4.79126e-04 ; 1.62664e-06 ; -3.66205e-04 ; 1.42230e+03 
2.65901e+02 ; 3.22833e-02 ; -4.76080e-04 ; 1.61222e-06 ; -3.63159e-04 ; 1.42331e+03 
2.65901e+02 ; 3.22839e-02 ; -4.73028e-04 ; 1.61225e-06 ; -3.63153e-04 ; 1.42431e+03 
2.65962e+02 ; 3.28570e-02 ; -4.69977e-04 ; 1.64101e-06 ; -3.60101e-04 ; 1.42533e+03 
2.66023e+02 ; 3.22777e-02 ; -4.69971e-04 ; 1.61222e-06 ; -3.57056e-04 ; 1.42633e+03 
2.66084e+02 ; 3.19867e-02 ; -4.66925e-04 ; 1.59783e-06 ; -3.54004e-04 ; 1.42734e+03 
2.66084e+02 ; 3.16991e-02 ; -4.63873e-04 ; 1.58346e-06 ; -3.53998e-04 ; 1.42836e+03 
2.66145e+02 ; 3.08314e-02 ; -4.63867e-04 ; 1.54025e-06 ; -3.50952e-04 ; 1.42936e+03 
2.66206e+02 ; 3.25575e-02 ; -4.60821e-04 ; 1.62662e-06 ; -3.47900e-04 ; 1.43037e+03 
2.66206e+02 ; 3.16931e-02 ; -4.60815e-04 ; 1.58343e-06 ; -3.47894e-04 ; 1.43137e+03 
2.66267e+02 ; 3.19784e-02 ; -4.57764e-04 ; 1.59783e-06 ; -3.44849e-04 ; 1.43239e+03 
2.66267e+02 ; 3.11141e-02 ; -4.54718e-04 ; 1.55464e-06 ; -3.44843e-04 ; 1.43340e+03 
2.66328e+02 ; 3.11120e-02 ; -4.51666e-04 ; 1.55467e-06 ; -3.41791e-04 ; 1.43442e+03 
2.66389e+02 ; 3.13968e-02 ; -4.51660e-04 ; 1.56904e-06 ; -3.38745e-04 ; 1.43542e+03 
2.66450e+02 ; 3.13941e-02 ; -4.48614e-04 ; 1.56904e-06 ; -3.35693e-04 ; 1.43642e+03 
2.66450e+02 ; 3.13946e-02 ; -4.48608e-04 ; 1.56906e-06 ; -3.35687e-04 ; 1.43742e+03 
2.66510e+02 ; 3.08153e-02 ; -4.45557e-04 ; 1.54025e-06 ; -3.32642e-04 ; 1.43842e+03 
2.66571e+02 ; 3.08127e-02 ; -4.42511e-04 ; 1.54025e-06 ; -3.29590e-04 ; 1.43943e+03 
2.66571e+02 ; 3.13886e-02 ; -4.39459e-04 ; 1.56904e-06 ; -3.29584e-04 ; 1.44045e+03 
2.66632e+02 ; 3.10985e-02 ; -4.39453e-04 ; 1.55467e-06 ; -3.26538e-04 ; 1.44146e+03 
2.66693e+02 ; 3.16711e-02 ; -4.36407e-04 ; 1.58343e-06 ; -3.23486e-04 ; 1.44248e+03 
2.66693e+02 ; 3.13837e-02 ; -4.33355e-04 ; 1.56906e-06 ; -3.23480e-04 ; 1.44348e+03 
2.66754e+02 ; 3.02294e-02 ; -4.33350e-04 ; 1.51148e-06 ; -3.20434e-04 ; 1.44448e+03 
2.66815e+02 ; 3.05141e-02 ; -4.30304e-04 ; 1.52585e-06 ; -3.17383e-04 ; 1.44550e+03 
2.66815e+02 ; 2.82111e-02 ; -4.27252e-04 ; 1.41069e-06 ; -3.17377e-04 ; 1.44649e+03 
2.66876e+02 ; 2.82087e-02 ; -4.27246e-04 ; 1.41069e-06 ; -3.14331e-04 ; 1.44751e+03 
2.66876e+02 ; 2.82087e-02 ; -4.24200e-04 ; 1.41069e-06 ; -3.14325e-04 ; 1.44851e+03 
2.66937e+02 ; 2.82068e-02 ; -4.24194e-04 ; 1.41072e-06 ; -3.11273e-04 ; 1.44951e+03 
2.66998e+02 ; 2.79160e-02 ; -4.21142e-04 ; 1.39629e-06 ; -3.08227e-04 ; 1.45051e+03 
2.66998e+02 ; 3.02189e-02 ; -4.18097e-04 ; 1.51148e-06 ; -3.08221e-04 ; 1.45152e+03 
2.67059e+02 ; 2.96402e-02 ; -4.18091e-04 ; 1.48267e-06 ; -3.05176e-04 ; 1.45251e+03 
2.67120e+02 ; 2.90627e-02 ; -4.15039e-04 ; 1.45390e-06 ; -3.02124e-04 ; 1.45353e+03 
2.67120e+02 ; 2.90627e-02 ; -4.11993e-04 ; 1.45390e-06 ; -3.02118e-04 ; 1.45453e+03 
2.67180e+02 ; 2.87719e-02 ; -4.11987e-04 ; 1.43948e-06 ; -2.99072e-04 ; 1.45553e+03 
2.67241e+02 ; 2.90576e-02 ; -4.08941e-04 ; 1.45390e-06 ; -2.96020e-04 ; 1.45654e+03 
2.67242e+02 ; 2.93453e-02 ; -4.08935e-04 ; 1.46830e-06 ; -2.96014e-04 ; 1.45756e+03 
2.67302e+02 ; 2.87674e-02 ; -4.05884e-04 ; 1.43951e-06 ; -2.92969e-04 ; 1.45857e+03 
2.67302e+02 ; 2.96305e-02 ; -4.02838e-04 ; 1.48269e-06 ; -2.92963e-04 ; 1.45959e+03 
2.67363e+02 ; 2.84767e-02 ; -4.02832e-04 ; 1.42508e-06 ; -2.89911e-04 ; 1.46059e+03 
2.67424e+02 ; 2.93377e-02 ; -3.99780e-04 ; 1.46830e-06 ; -2.86865e-04 ; 1.46158e+03 
2.67424e+02 ; 2.90501e-02 ; -3.96734e-04 ; 1.45390e-06 ; -2.86859e-04 ; 1.46259e+03 
2.67485e+02 ; 2.78966e-02 ; -3.96728e-04 ; 1.39629e-06 ; -2.83807e-04 ; 1.46359e+03 
2.67546e+02 ; 2.90445e-02 ; -3.93683e-04 ; 1.45387e-06 ; -2.80762e-04 ; 1.46459e+03 
2.67546e+02 ; 2.93320e-02 ; -3.90631e-04 ; 1.46827e-06 ; -2.80756e-04 ; 1.46561e+03 
2.67607e+02 ; 2.81799e-02 ; -3.90625e-04 ; 1.41072e-06 ; -2.77710e-04 ; 1.46661e+03 
2.67668e+02 ; 2.93275e-02 ; -3.87579e-04 ; 1.46830e-06 ; -2.74658e-04 ; 1.46761e+03 
2.67668e+02 ; 2.96145e-02 ; -3.87573e-04 ; 1.48267e-06 ; -2.74652e-04 ; 1.46861e+03 
2.67729e+02 ; 2.81744e-02 ; -3.84521e-04 ; 1.41069e-06 ; -2.71606e-04 ; 1.46962e+03 
2.67729e+02 ; 2.84619e-02 ; -3.81476e-04 ; 1.42508e-06 ; -2.71600e-04 ; 1.47063e+03 
2.67790e+02 ; 2.90344e-02 ; -3.81470e-04 ; 1.45387e-06 ; -2.68549e-04 ; 1.47164e+03 
2.67851e+02 ; 2.87444e-02 ; -3.78418e-04 ; 1.43948e-06 ; -2.65503e-04 ; 1.47264e+03 
2.67911e+02 ; 2.87419e-02 ; -3.75372e-04 ; 1.43948e-06 ; -2.62451e-04 ; 1.47364e+03 
2.67912e+02 ; 2.84545e-02 ; -3.75366e-04 ; 1.42508e-06 ; -2.62445e-04 ; 1.47465e+03 
2.67972e+02 ; 2.93142e-02 ; -3.72320e-04 ; 1.46827e-06 ; -2.59399e-04 ; 1.47567e+03 
2.67972e+02 ; 2.81646e-02 ; -3.69269e-04 ; 1.41069e-06 ; -2.59393e-04 ; 1.47666e+03 
2.68033e+02 ; 2.81622e-02 ; -3.69263e-04 ; 1.41069e-06 ; -2.56342e-04 ; 1.47768e+03 
2.68094e+02 ; 2.81603e-02 ; -3.66217e-04 ; 1.41072e-06 ; -2.53296e-04 ; 1.47869e+03 
2.68094e+02 ; 2.75856e-02 ; -3.63165e-04 ; 1.38193e-06 ; -2.53290e-04 ; 1.47971e+03 
2.68155e+02 ; 2.75826e-02 ; -3.63165e-04 ; 1.38190e-06 ; -2.50244e-04 ; 1.48071e+03 
2.68155e+02 ; 2.81579e-02 ; -3.60113e-04 ; 1.41072e-06 ; -2.50238e-04 ; 1.48174e+03 
2.68216e+02 ; 2.72934e-02 ; -3.60107e-04 ; 1.36750e-06 ; -2.47186e-04 ; 1.48275e+03 
2.68277e+02 ; 2.67174e-02 ; -3.57056e-04 ; 1.33874e-06 ; -2.44141e-04 ; 1.48376e+03 
2.68338e+02 ; 2.78640e-02 ; -3.54010e-04 ; 1.39629e-06 ; -2.41089e-04 ; 1.48478e+03 
2.68338e+02 ; 2.72900e-02 ; -3.54004e-04 ; 1.36753e-06 ; -2.41089e-04 ; 1.48578e+03 
2.68399e+02 ; 2.67130e-02 ; -3.50958e-04 ; 1.33871e-06 ; -2.38037e-04 ; 1.48678e+03 
2.68399e+02 ; 2.72881e-02 ; -3.50952e-04 ; 1.36753e-06 ; -2.38031e-04 ; 1.48780e+03 
