T;dTdt [K/s];V [Volt];dV/dt [Volt/s];IntdTdt [V];etime [s]
2.92953e+02 ; -8.58182e-03 ; 8.87751e-04 ; -4.41833e-07 ; 1.00893e-03 ; 3.52529e+03 
2.92970e+02 ; -9.61156e-03 ; 8.88312e-04 ; -4.94858e-07 ; 1.00977e-03 ; 3.52632e+03 
2.92967e+02 ; -8.54454e-03 ; 8.88359e-04 ; -4.39921e-07 ; 1.00963e-03 ; 3.52732e+03 
2.92975e+02 ; -9.57110e-03 ; 8.88443e-04 ; -4.92778e-07 ; 1.01004e-03 ; 3.52834e+03 
2.92981e+02 ; -9.68898e-03 ; 8.88961e-04 ; -4.98851e-07 ; 1.01035e-03 ; 3.52934e+03 
2.92977e+02 ; -9.15332e-03 ; 8.89099e-04 ; -4.71270e-07 ; 1.01016e-03 ; 3.53035e+03 
2.92982e+02 ; -9.37170e-03 ; 8.89248e-04 ; -4.82516e-07 ; 1.01041e-03 ; 3.53136e+03 
2.92991e+02 ; -9.15208e-03 ; 8.89534e-04 ; -4.71213e-07 ; 1.01083e-03 ; 3.53237e+03 
2.92995e+02 ; -9.36665e-03 ; 8.90052e-04 ; -4.82263e-07 ; 1.01109e-03 ; 3.53337e+03 
2.92997e+02 ; -9.90394e-03 ; 8.90136e-04 ; -5.09928e-07 ; 1.01118e-03 ; 3.53439e+03 
2.93003e+02 ; -9.45393e-03 ; 8.90225e-04 ; -4.86761e-07 ; 1.01147e-03 ; 3.53539e+03 
2.93003e+02 ; -9.04057e-03 ; 8.90303e-04 ; -4.65478e-07 ; 1.01146e-03 ; 3.53639e+03 
2.93008e+02 ; -9.41074e-03 ; 8.90279e-04 ; -4.84541e-07 ; 1.01175e-03 ; 3.53742e+03 
2.93011e+02 ; -1.05312e-02 ; 8.90380e-04 ; -5.42233e-07 ; 1.01187e-03 ; 3.53842e+03 
2.93017e+02 ; -9.70823e-03 ; 8.91012e-04 ; -4.99863e-07 ; 1.01220e-03 ; 3.53943e+03 
2.93020e+02 ; -8.18582e-03 ; 8.91220e-04 ; -4.21477e-07 ; 1.01233e-03 ; 3.54045e+03 
2.93023e+02 ; -9.38273e-03 ; 8.91250e-04 ; -4.83107e-07 ; 1.01248e-03 ; 3.54146e+03 
2.93030e+02 ; -9.71465e-03 ; 8.91369e-04 ; -5.00201e-07 ; 1.01285e-03 ; 3.54246e+03 
2.93035e+02 ; -9.89259e-03 ; 8.91769e-04 ; -5.09366e-07 ; 1.01313e-03 ; 3.54348e+03 
2.93039e+02 ; -9.92204e-03 ; 8.91912e-04 ; -5.10885e-07 ; 1.01331e-03 ; 3.54448e+03 
2.93037e+02 ; -9.10082e-03 ; 8.91876e-04 ; -4.68599e-07 ; 1.01322e-03 ; 3.54549e+03 
2.93046e+02 ; -9.21320e-03 ; 8.92192e-04 ; -4.74391e-07 ; 1.01368e-03 ; 3.54649e+03 
2.93048e+02 ; -8.83042e-03 ; 8.92353e-04 ; -4.54682e-07 ; 1.01379e-03 ; 3.54751e+03 
2.93053e+02 ; -9.40970e-03 ; 8.92508e-04 ; -4.84512e-07 ; 1.01402e-03 ; 3.54852e+03 
2.93061e+02 ; -9.32334e-03 ; 8.92621e-04 ; -4.80070e-07 ; 1.01442e-03 ; 3.54953e+03 
2.93064e+02 ; -9.23976e-03 ; 8.93038e-04 ; -4.75768e-07 ; 1.01457e-03 ; 3.55055e+03 
2.93072e+02 ; -9.54819e-03 ; 8.93128e-04 ; -4.91654e-07 ; 1.01498e-03 ; 3.55157e+03 
2.93069e+02 ; -9.72894e-03 ; 8.93563e-04 ; -5.00959e-07 ; 1.01485e-03 ; 3.55258e+03 
2.93075e+02 ; -9.69556e-03 ; 8.93521e-04 ; -4.99244e-07 ; 1.01517e-03 ; 3.55358e+03 
2.93079e+02 ; -9.72555e-03 ; 8.93861e-04 ; -5.00791e-07 ; 1.01537e-03 ; 3.55457e+03 
2.93086e+02 ; -9.83195e-03 ; 8.93885e-04 ; -5.06274e-07 ; 1.01573e-03 ; 3.55558e+03 
2.93085e+02 ; -9.13145e-03 ; 8.94481e-04 ; -4.70202e-07 ; 1.01565e-03 ; 3.55660e+03 
2.93088e+02 ; -9.96242e-03 ; 8.94564e-04 ; -5.12993e-07 ; 1.01585e-03 ; 3.55761e+03 
2.93089e+02 ; -1.05117e-02 ; 8.94838e-04 ; -5.41277e-07 ; 1.01588e-03 ; 3.55863e+03 
2.93098e+02 ; -9.68931e-03 ; 8.94856e-04 ; -4.98936e-07 ; 1.01635e-03 ; 3.55964e+03 
2.93101e+02 ; -1.12869e-02 ; 8.95089e-04 ; -5.81201e-07 ; 1.01649e-03 ; 3.56066e+03 
2.93099e+02 ; -1.33317e-02 ; 8.95452e-04 ; -6.86493e-07 ; 1.01640e-03 ; 3.56167e+03 
2.93100e+02 ; -1.12241e-02 ; 8.94862e-04 ; -5.77968e-07 ; 1.01646e-03 ; 3.56267e+03 
2.93095e+02 ; -1.17876e-02 ; 8.95506e-04 ; -6.06983e-07 ; 1.01620e-03 ; 3.56368e+03 
2.93103e+02 ; -1.16783e-02 ; 8.95142e-04 ; -6.01359e-07 ; 1.01662e-03 ; 3.56470e+03 
2.93110e+02 ; -9.70501e-03 ; 8.95476e-04 ; -4.99751e-07 ; 1.01697e-03 ; 3.56570e+03 
2.93118e+02 ; -1.02362e-02 ; 8.95679e-04 ; -5.27107e-07 ; 1.01735e-03 ; 3.56670e+03 
2.93120e+02 ; -9.90691e-03 ; 8.96090e-04 ; -5.10154e-07 ; 1.01748e-03 ; 3.56772e+03 
2.93123e+02 ; -1.00335e-02 ; 8.96269e-04 ; -5.16676e-07 ; 1.01762e-03 ; 3.56873e+03 
2.93120e+02 ; -9.81301e-03 ; 8.96037e-04 ; -5.05318e-07 ; 1.01746e-03 ; 3.56975e+03 
2.93126e+02 ; -1.01241e-02 ; 8.96358e-04 ; -5.21343e-07 ; 1.01779e-03 ; 3.57075e+03 
2.93131e+02 ; -1.00476e-02 ; 8.96495e-04 ; -5.17408e-07 ; 1.01804e-03 ; 3.57176e+03 
2.93137e+02 ; -1.04647e-02 ; 8.97133e-04 ; -5.38888e-07 ; 1.01831e-03 ; 3.57276e+03 
2.93135e+02 ; -9.71673e-03 ; 8.97169e-04 ; -5.00369e-07 ; 1.01822e-03 ; 3.57376e+03 
2.93143e+02 ; -8.51823e-03 ; 8.97074e-04 ; -4.38656e-07 ; 1.01866e-03 ; 3.57479e+03 
2.93148e+02 ; -9.62050e-03 ; 8.96943e-04 ; -4.95421e-07 ; 1.01890e-03 ; 3.57580e+03 
2.93153e+02 ; -8.51540e-03 ; 8.97312e-04 ; -4.38515e-07 ; 1.01917e-03 ; 3.57682e+03 
2.93160e+02 ; -8.75776e-03 ; 8.97628e-04 ; -4.50999e-07 ; 1.01951e-03 ; 3.57783e+03 
2.93168e+02 ; -9.33911e-03 ; 8.98039e-04 ; -4.80942e-07 ; 1.01993e-03 ; 3.57884e+03 
2.93164e+02 ; -8.70583e-03 ; 8.98147e-04 ; -4.48327e-07 ; 1.01973e-03 ; 3.57985e+03 
2.93173e+02 ; -9.46844e-03 ; 8.98498e-04 ; -4.87605e-07 ; 1.02021e-03 ; 3.58085e+03 
2.93177e+02 ; -9.71462e-03 ; 8.98796e-04 ; -5.00285e-07 ; 1.02041e-03 ; 3.58185e+03 
2.93178e+02 ; -9.23801e-03 ; 8.98749e-04 ; -4.75741e-07 ; 1.02044e-03 ; 3.58285e+03 
2.93181e+02 ; -9.77027e-03 ; 8.99517e-04 ; -5.03153e-07 ; 1.02059e-03 ; 3.58385e+03 
2.93185e+02 ; -1.08626e-02 ; 8.99166e-04 ; -5.59411e-07 ; 1.02082e-03 ; 3.58485e+03 
2.93187e+02 ; -9.69703e-03 ; 8.99589e-04 ; -4.99385e-07 ; 1.02093e-03 ; 3.58585e+03 
2.93194e+02 ; -9.73463e-03 ; 8.99678e-04 ; -5.01325e-07 ; 1.02129e-03 ; 3.58685e+03 
2.93190e+02 ; -9.96450e-03 ; 8.99845e-04 ; -5.13161e-07 ; 1.02109e-03 ; 3.58786e+03 
2.93201e+02 ; -1.11889e-02 ; 8.99982e-04 ; -5.76225e-07 ; 1.02162e-03 ; 3.58888e+03 
2.93198e+02 ; -1.01397e-02 ; 9.00036e-04 ; -5.22187e-07 ; 1.02149e-03 ; 3.58989e+03 
2.93210e+02 ; -1.02465e-02 ; 9.00412e-04 ; -5.27697e-07 ; 1.02213e-03 ; 3.59091e+03 
2.93212e+02 ; -9.78246e-03 ; 9.00304e-04 ; -5.03799e-07 ; 1.02220e-03 ; 3.59192e+03 
2.93207e+02 ; -1.01696e-02 ; 9.00590e-04 ; -5.23733e-07 ; 1.02194e-03 ; 3.59293e+03 
2.93218e+02 ; -1.08311e-02 ; 9.00704e-04 ; -5.57809e-07 ; 1.02252e-03 ; 3.59395e+03 
2.93219e+02 ; -1.05805e-02 ; 9.00739e-04 ; -5.44904e-07 ; 1.02259e-03 ; 3.59496e+03 
2.93220e+02 ; -9.73269e-03 ; 9.01073e-04 ; -5.01241e-07 ; 1.02263e-03 ; 3.59596e+03 
2.93223e+02 ; -1.04866e-02 ; 9.00906e-04 ; -5.40068e-07 ; 1.02280e-03 ; 3.59698e+03 
2.93230e+02 ; -1.00465e-02 ; 9.01025e-04 ; -5.17408e-07 ; 1.02313e-03 ; 3.59799e+03 
2.93227e+02 ; -9.80958e-03 ; 9.01347e-04 ; -5.05205e-07 ; 1.02301e-03 ; 3.59901e+03 
2.93232e+02 ; -1.00563e-02 ; 9.01621e-04 ; -5.17913e-07 ; 1.02324e-03 ; 3.60001e+03 
2.93237e+02 ; -9.96997e-03 ; 9.02009e-04 ; -5.13471e-07 ; 1.02350e-03 ; 3.60102e+03 
2.93244e+02 ; -1.00168e-02 ; 9.02307e-04 ; -5.15889e-07 ; 1.02386e-03 ; 3.60202e+03 
2.93241e+02 ; -1.06004e-02 ; 9.02635e-04 ; -5.45944e-07 ; 1.02372e-03 ; 3.60302e+03 
2.93247e+02 ; -9.09641e-03 ; 9.02688e-04 ; -4.68487e-07 ; 1.02405e-03 ; 3.60405e+03 
2.93258e+02 ; -9.69297e-03 ; 9.02831e-04 ; -4.99217e-07 ; 1.02459e-03 ; 3.60505e+03 
2.93257e+02 ; -1.05631e-02 ; 9.02897e-04 ; -5.44032e-07 ; 1.02454e-03 ; 3.60607e+03 
2.93259e+02 ; -9.46859e-03 ; 9.02742e-04 ; -4.87661e-07 ; 1.02463e-03 ; 3.60708e+03 
2.93262e+02 ; -1.10713e-02 ; 9.03267e-04 ; -5.70208e-07 ; 1.02481e-03 ; 3.60810e+03 
2.93269e+02 ; -1.08621e-02 ; 9.03553e-04 ; -5.59440e-07 ; 1.02516e-03 ; 3.60910e+03 
2.93272e+02 ; -9.42914e-03 ; 9.03606e-04 ; -4.85637e-07 ; 1.02530e-03 ; 3.61010e+03 
2.93272e+02 ; -1.12808e-02 ; 9.03535e-04 ; -5.81004e-07 ; 1.02531e-03 ; 3.61110e+03 
2.93280e+02 ; -1.00956e-02 ; 9.03910e-04 ; -5.19966e-07 ; 1.02574e-03 ; 3.61211e+03 
2.93278e+02 ; -1.06213e-02 ; 9.04214e-04 ; -5.47041e-07 ; 1.02565e-03 ; 3.61313e+03 
2.93275e+02 ; -1.07441e-02 ; 9.04375e-04 ; -5.53367e-07 ; 1.02549e-03 ; 3.61414e+03 
2.93287e+02 ; -1.04978e-02 ; 9.04351e-04 ; -5.40687e-07 ; 1.02611e-03 ; 3.61516e+03 
2.93289e+02 ; -1.02554e-02 ; 9.04542e-04 ; -5.28204e-07 ; 1.02618e-03 ; 3.61617e+03 
2.93286e+02 ; -1.02844e-02 ; 9.04941e-04 ; -5.29693e-07 ; 1.02603e-03 ; 3.61717e+03 
2.93294e+02 ; -1.07412e-02 ; 9.04989e-04 ; -5.53226e-07 ; 1.02648e-03 ; 3.61819e+03 
2.93301e+02 ; -1.15583e-02 ; 9.05138e-04 ; -5.95315e-07 ; 1.02681e-03 ; 3.61920e+03 
2.93296e+02 ; -1.00403e-02 ; 9.05412e-04 ; -5.17126e-07 ; 1.02657e-03 ; 3.62022e+03 
2.93302e+02 ; -1.13142e-02 ; 9.05299e-04 ; -5.82747e-07 ; 1.02686e-03 ; 3.62123e+03 
2.93301e+02 ; -1.04567e-02 ; 9.05961e-04 ; -5.38578e-07 ; 1.02680e-03 ; 3.62224e+03 
2.93309e+02 ; -1.07868e-02 ; 9.05484e-04 ; -5.55588e-07 ; 1.02725e-03 ; 3.62326e+03 
2.93316e+02 ; -1.06940e-02 ; 9.05949e-04 ; -5.50808e-07 ; 1.02758e-03 ; 3.62426e+03 
2.93310e+02 ; -9.47238e-03 ; 9.06074e-04 ; -4.87886e-07 ; 1.02727e-03 ; 3.62528e+03 
2.93317e+02 ; -9.01105e-03 ; 9.06473e-04 ; -4.64128e-07 ; 1.02763e-03 ; 3.62629e+03 
2.93326e+02 ; -9.07755e-03 ; 9.06712e-04 ; -4.67558e-07 ; 1.02810e-03 ; 3.62731e+03 
2.93328e+02 ; -9.47000e-03 ; 9.06932e-04 ; -4.87774e-07 ; 1.02820e-03 ; 3.62831e+03 
2.93330e+02 ; -9.54967e-03 ; 9.07099e-04 ; -4.91878e-07 ; 1.02832e-03 ; 3.62931e+03 
2.93335e+02 ; -9.37002e-03 ; 9.07224e-04 ; -4.82628e-07 ; 1.02860e-03 ; 3.63032e+03 
2.93336e+02 ; -8.84328e-03 ; 9.07397e-04 ; -4.55497e-07 ; 1.02862e-03 ; 3.63134e+03 
2.93345e+02 ; -9.02167e-03 ; 9.07993e-04 ; -4.64691e-07 ; 1.02909e-03 ; 3.63235e+03 
2.93350e+02 ; -9.86385e-03 ; 9.07808e-04 ; -5.08073e-07 ; 1.02935e-03 ; 3.63337e+03 
2.93349e+02 ; -1.10140e-02 ; 9.07934e-04 ; -5.67312e-07 ; 1.02930e-03 ; 3.63438e+03 
2.93359e+02 ; -1.26469e-02 ; 9.08244e-04 ; -6.51433e-07 ; 1.02981e-03 ; 3.63538e+03 
2.93360e+02 ; -1.22539e-02 ; 9.08255e-04 ; -6.31191e-07 ; 1.02985e-03 ; 3.63638e+03 
2.93363e+02 ; -1.14695e-02 ; 9.08214e-04 ; -5.90789e-07 ; 1.03002e-03 ; 3.63737e+03 
2.93353e+02 ; -1.07633e-02 ; 9.07928e-04 ; -5.54407e-07 ; 1.02953e-03 ; 3.63838e+03 
2.93365e+02 ; -1.05252e-02 ; 9.08542e-04 ; -5.42149e-07 ; 1.03013e-03 ; 3.63940e+03 
2.93363e+02 ; -1.06224e-02 ; 9.08828e-04 ; -5.47153e-07 ; 1.03005e-03 ; 3.64041e+03 
2.93372e+02 ; -1.04782e-02 ; 9.08923e-04 ; -5.39731e-07 ; 1.03047e-03 ; 3.64143e+03 
2.93381e+02 ; -9.97757e-03 ; 9.09006e-04 ; -5.13949e-07 ; 1.03095e-03 ; 3.64243e+03 
2.93377e+02 ; -9.96615e-03 ; 9.09322e-04 ; -5.13358e-07 ; 1.03078e-03 ; 3.64343e+03 
2.93382e+02 ; -9.47758e-03 ; 9.09138e-04 ; -4.88195e-07 ; 1.03104e-03 ; 3.64445e+03 
2.93385e+02 ; -9.56325e-03 ; 9.09912e-04 ; -4.92609e-07 ; 1.03117e-03 ; 3.64548e+03 
2.93392e+02 ; -1.01477e-02 ; 9.09567e-04 ; -5.22721e-07 ; 1.03152e-03 ; 3.64648e+03 
2.93390e+02 ; -9.11672e-03 ; 9.09829e-04 ; -4.69611e-07 ; 1.03143e-03 ; 3.64748e+03 
2.93396e+02 ; -1.10674e-02 ; 9.09877e-04 ; -5.70095e-07 ; 1.03174e-03 ; 3.64849e+03 
2.93405e+02 ; -9.79063e-03 ; 9.10121e-04 ; -5.04334e-07 ; 1.03222e-03 ; 3.64951e+03 
2.93405e+02 ; -9.47515e-03 ; 9.10073e-04 ; -4.88083e-07 ; 1.03220e-03 ; 3.65051e+03 
2.93402e+02 ; -9.79720e-03 ; 9.10908e-04 ; -5.04671e-07 ; 1.03205e-03 ; 3.65151e+03 
2.93412e+02 ; -8.65692e-03 ; 9.10914e-04 ; -4.45938e-07 ; 1.03257e-03 ; 3.65252e+03 
2.93418e+02 ; -9.91656e-03 ; 9.11128e-04 ; -5.10828e-07 ; 1.03286e-03 ; 3.65354e+03 
2.93417e+02 ; -1.04187e-02 ; 9.11105e-04 ; -5.36694e-07 ; 1.03285e-03 ; 3.65455e+03 
2.93423e+02 ; -1.09650e-02 ; 9.11188e-04 ; -5.64838e-07 ; 1.03312e-03 ; 3.65557e+03 
2.93426e+02 ; -1.03247e-02 ; 9.11677e-04 ; -5.31858e-07 ; 1.03329e-03 ; 3.65657e+03 
2.93431e+02 ; -9.29475e-03 ; 9.11528e-04 ; -4.78805e-07 ; 1.03356e-03 ; 3.65757e+03 
2.93438e+02 ; -1.00506e-02 ; 9.11873e-04 ; -5.17744e-07 ; 1.03391e-03 ; 3.65857e+03 
2.93440e+02 ; -9.67232e-03 ; 9.12172e-04 ; -4.98260e-07 ; 1.03405e-03 ; 3.65958e+03 
2.93438e+02 ; -1.03923e-02 ; 9.12720e-04 ; -5.35345e-07 ; 1.03392e-03 ; 3.66060e+03 
2.93443e+02 ; -1.11099e-02 ; 9.12654e-04 ; -5.72317e-07 ; 1.03416e-03 ; 3.66161e+03 
2.93451e+02 ; -1.12566e-02 ; 9.12690e-04 ; -5.79879e-07 ; 1.03457e-03 ; 3.66261e+03 
2.93446e+02 ; -1.05990e-02 ; 9.13048e-04 ; -5.46001e-07 ; 1.03434e-03 ; 3.66361e+03 
2.93456e+02 ; -9.09091e-03 ; 9.13262e-04 ; -4.68318e-07 ; 1.03484e-03 ; 3.66461e+03 
2.93460e+02 ; -9.52475e-03 ; 9.12797e-04 ; -4.90670e-07 ; 1.03508e-03 ; 3.66563e+03 
2.93455e+02 ; -1.10388e-02 ; 9.13697e-04 ; -5.68661e-07 ; 1.03481e-03 ; 3.66664e+03 
2.93459e+02 ; -9.88552e-03 ; 9.13572e-04 ; -5.09254e-07 ; 1.03499e-03 ; 3.66766e+03 
2.93463e+02 ; -9.98152e-03 ; 9.13626e-04 ; -5.14202e-07 ; 1.03521e-03 ; 3.66867e+03 
2.93470e+02 ; -1.10042e-02 ; 9.13578e-04 ; -5.66891e-07 ; 1.03559e-03 ; 3.66967e+03 
2.93468e+02 ; -1.16133e-02 ; 9.14282e-04 ; -5.98267e-07 ; 1.03549e-03 ; 3.67069e+03 
2.93476e+02 ; -1.20973e-02 ; 9.14323e-04 ; -6.23206e-07 ; 1.03587e-03 ; 3.67169e+03 
2.93478e+02 ; -1.06314e-02 ; 9.14055e-04 ; -5.47688e-07 ; 1.03597e-03 ; 3.67269e+03 
2.93487e+02 ; -1.02781e-02 ; 9.14782e-04 ; -5.29497e-07 ; 1.03644e-03 ; 3.67369e+03 
2.93486e+02 ; -1.10946e-02 ; 9.14490e-04 ; -5.71558e-07 ; 1.03638e-03 ; 3.67469e+03 
2.93485e+02 ; -1.08757e-02 ; 9.14693e-04 ; -5.60283e-07 ; 1.03637e-03 ; 3.67569e+03 
2.93487e+02 ; -1.17997e-02 ; 9.14591e-04 ; -6.07883e-07 ; 1.03644e-03 ; 3.67670e+03 
2.93485e+02 ; -1.13702e-02 ; 9.14884e-04 ; -5.85756e-07 ; 1.03635e-03 ; 3.67770e+03 
2.93492e+02 ; -1.08991e-02 ; 9.15003e-04 ; -5.61492e-07 ; 1.03674e-03 ; 3.67869e+03 
2.93498e+02 ; -1.18132e-02 ; 9.14913e-04 ; -6.08586e-07 ; 1.03705e-03 ; 3.67971e+03 
2.93502e+02 ; -1.05972e-02 ; 9.15158e-04 ; -5.45944e-07 ; 1.03724e-03 ; 3.68072e+03 
2.93500e+02 ; -1.09001e-02 ; 9.15760e-04 ; -5.61548e-07 ; 1.03714e-03 ; 3.68174e+03 
2.93501e+02 ; -1.06747e-02 ; 9.15408e-04 ; -5.49937e-07 ; 1.03718e-03 ; 3.68276e+03 
2.93507e+02 ; -1.09617e-02 ; 9.15778e-04 ; -5.64725e-07 ; 1.03748e-03 ; 3.68377e+03 
2.93503e+02 ; -1.01993e-02 ; 9.15790e-04 ; -5.25448e-07 ; 1.03729e-03 ; 3.68477e+03 
2.93512e+02 ; -1.03330e-02 ; 9.16028e-04 ; -5.32337e-07 ; 1.03776e-03 ; 3.68579e+03 
2.93511e+02 ; -1.02937e-02 ; 9.16165e-04 ; -5.30312e-07 ; 1.03770e-03 ; 3.68680e+03 
2.93517e+02 ; -1.14598e-02 ; 9.16231e-04 ; -5.90394e-07 ; 1.03803e-03 ; 3.68780e+03 
2.93520e+02 ; -9.68125e-03 ; 9.16368e-04 ; -4.98767e-07 ; 1.03819e-03 ; 3.68880e+03 
2.93519e+02 ; -1.09326e-02 ; 9.16719e-04 ; -5.63235e-07 ; 1.03812e-03 ; 3.68980e+03 
2.93526e+02 ; -9.74939e-03 ; 9.16719e-04 ; -5.02281e-07 ; 1.03849e-03 ; 3.69080e+03 
2.93531e+02 ; -8.85107e-03 ; 9.17029e-04 ; -4.56003e-07 ; 1.03875e-03 ; 3.69180e+03 
2.93537e+02 ; -9.85733e-03 ; 9.17262e-04 ; -5.07848e-07 ; 1.03903e-03 ; 3.69282e+03 
2.93534e+02 ; -1.04184e-02 ; 9.17786e-04 ; -5.36751e-07 ; 1.03889e-03 ; 3.69380e+03 
2.93542e+02 ; -1.06524e-02 ; 9.17786e-04 ; -5.48812e-07 ; 1.03931e-03 ; 3.69482e+03 
2.93548e+02 ; -9.89267e-03 ; 9.17578e-04 ; -5.09675e-07 ; 1.03961e-03 ; 3.69584e+03 
2.93547e+02 ; -9.26892e-03 ; 9.17935e-04 ; -4.77540e-07 ; 1.03959e-03 ; 3.69685e+03 
2.93552e+02 ; -9.33381e-03 ; 9.18305e-04 ; -4.80885e-07 ; 1.03980e-03 ; 3.69786e+03 
2.93554e+02 ; -1.01365e-02 ; 9.18203e-04 ; -5.22243e-07 ; 1.03992e-03 ; 3.69888e+03 
2.93551e+02 ; -9.78185e-03 ; 9.18192e-04 ; -5.03968e-07 ; 1.03977e-03 ; 3.69988e+03 
2.93562e+02 ; -9.38010e-03 ; 9.18567e-04 ; -4.83275e-07 ; 1.04033e-03 ; 3.70090e+03 
2.93564e+02 ; -9.48920e-03 ; 9.19115e-04 ; -4.88898e-07 ; 1.04046e-03 ; 3.70190e+03 
2.93572e+02 ; -1.10766e-02 ; 9.19425e-04 ; -5.70686e-07 ; 1.04085e-03 ; 3.70293e+03 
2.93572e+02 ; -1.05516e-02 ; 9.19592e-04 ; -5.43639e-07 ; 1.04084e-03 ; 3.70393e+03 
2.93574e+02 ; -1.05145e-02 ; 9.19139e-04 ; -5.41727e-07 ; 1.04095e-03 ; 3.70495e+03 
2.93578e+02 ; -9.76189e-03 ; 9.19670e-04 ; -5.02956e-07 ; 1.04117e-03 ; 3.70595e+03 
2.93579e+02 ; -9.31879e-03 ; 9.19539e-04 ; -4.80126e-07 ; 1.04123e-03 ; 3.70696e+03 
2.93584e+02 ; -9.25925e-03 ; 9.19765e-04 ; -4.77061e-07 ; 1.04147e-03 ; 3.70798e+03 
2.93586e+02 ; -1.07462e-02 ; 9.20081e-04 ; -5.53676e-07 ; 1.04160e-03 ; 3.70898e+03 
2.93593e+02 ; -1.00695e-02 ; 9.20159e-04 ; -5.18813e-07 ; 1.04194e-03 ; 3.70999e+03 
2.93591e+02 ; -1.08520e-02 ; 9.20385e-04 ; -5.59130e-07 ; 1.04185e-03 ; 3.71100e+03 
2.93597e+02 ; -1.04209e-02 ; 9.21070e-04 ; -5.36919e-07 ; 1.04214e-03 ; 3.71200e+03 
2.93601e+02 ; -1.04694e-02 ; 9.20910e-04 ; -5.39422e-07 ; 1.04234e-03 ; 3.71300e+03 
2.93602e+02 ; -1.10822e-02 ; 9.21118e-04 ; -5.70995e-07 ; 1.04242e-03 ; 3.71401e+03 
2.93607e+02 ; -1.14515e-02 ; 9.21410e-04 ; -5.90029e-07 ; 1.04268e-03 ; 3.71501e+03 
2.93609e+02 ; -1.14400e-02 ; 9.21196e-04 ; -5.89439e-07 ; 1.04275e-03 ; 3.71604e+03 
2.93613e+02 ; -1.16610e-02 ; 9.21434e-04 ; -6.00825e-07 ; 1.04300e-03 ; 3.71706e+03 
2.93613e+02 ; -1.16572e-02 ; 9.21351e-04 ; -6.00629e-07 ; 1.04299e-03 ; 3.71806e+03 
2.93616e+02 ; -1.03868e-02 ; 9.21529e-04 ; -5.35176e-07 ; 1.04314e-03 ; 3.71907e+03 
2.93615e+02 ; -1.07382e-02 ; 9.21893e-04 ; -5.53282e-07 ; 1.04311e-03 ; 3.72007e+03 
2.93622e+02 ; -9.94147e-03 ; 9.21798e-04 ; -5.12234e-07 ; 1.04343e-03 ; 3.72109e+03 
2.93622e+02 ; -1.05406e-02 ; 9.21738e-04 ; -5.43105e-07 ; 1.04344e-03 ; 3.72211e+03 
2.93629e+02 ; -1.03310e-02 ; 9.22274e-04 ; -5.32308e-07 ; 1.04382e-03 ; 3.72312e+03 
2.93632e+02 ; -1.06098e-02 ; 9.22620e-04 ; -5.46675e-07 ; 1.04395e-03 ; 3.72413e+03 
2.93633e+02 ; -1.04843e-02 ; 9.22608e-04 ; -5.40208e-07 ; 1.04404e-03 ; 3.72515e+03 
2.93640e+02 ; -9.25263e-03 ; 9.22596e-04 ; -4.76752e-07 ; 1.04437e-03 ; 3.72616e+03 
2.93650e+02 ; -1.03717e-02 ; 9.22948e-04 ; -5.34417e-07 ; 1.04488e-03 ; 3.72716e+03 
2.93646e+02 ; -1.07204e-02 ; 9.23169e-04 ; -5.52383e-07 ; 1.04470e-03 ; 3.72818e+03 
2.93650e+02 ; -9.83365e-03 ; 9.22805e-04 ; -5.06695e-07 ; 1.04491e-03 ; 3.72918e+03 
2.93649e+02 ; -1.09741e-02 ; 9.23467e-04 ; -5.65457e-07 ; 1.04486e-03 ; 3.73019e+03 
2.93660e+02 ; -1.08315e-02 ; 9.23908e-04 ; -5.58118e-07 ; 1.04543e-03 ; 3.73121e+03 
2.93664e+02 ; -1.18889e-02 ; 9.23872e-04 ; -6.12606e-07 ; 1.04561e-03 ; 3.73222e+03 
2.93659e+02 ; -1.17116e-02 ; 9.24224e-04 ; -6.03469e-07 ; 1.04538e-03 ; 3.73324e+03 
2.93663e+02 ; -1.08020e-02 ; 9.23890e-04 ; -5.56600e-07 ; 1.04560e-03 ; 3.73424e+03 
2.93662e+02 ; -1.02902e-02 ; 9.24235e-04 ; -5.30227e-07 ; 1.04552e-03 ; 3.73525e+03 
2.93666e+02 ; -1.06454e-02 ; 9.24468e-04 ; -5.48531e-07 ; 1.04572e-03 ; 3.73625e+03 
2.93667e+02 ; -1.02268e-02 ; 9.24277e-04 ; -5.26966e-07 ; 1.04580e-03 ; 3.73727e+03 
2.93675e+02 ; -1.14790e-02 ; 9.24593e-04 ; -5.91492e-07 ; 1.04622e-03 ; 3.73827e+03 
2.93678e+02 ; -1.00074e-02 ; 9.24748e-04 ; -5.15664e-07 ; 1.04633e-03 ; 3.73928e+03 
2.93679e+02 ; -1.07996e-02 ; 9.24528e-04 ; -5.56488e-07 ; 1.04638e-03 ; 3.74027e+03 
2.93682e+02 ; -1.01808e-02 ; 9.24909e-04 ; -5.24605e-07 ; 1.04656e-03 ; 3.74129e+03 
2.93684e+02 ; -1.06244e-02 ; 9.25171e-04 ; -5.47462e-07 ; 1.04667e-03 ; 3.74230e+03 
2.93680e+02 ; -1.06916e-02 ; 9.25511e-04 ; -5.50921e-07 ; 1.04645e-03 ; 3.74332e+03 
2.93693e+02 ; -1.00470e-02 ; 9.25439e-04 ; -5.17716e-07 ; 1.04712e-03 ; 3.74433e+03 
