T;dTdt [K/s];V [Volt];dV/dt [Volt/s];IntdTdt [V];etime [s]
2.66278e+02 ; 4.81348e-02 ; -4.60797e-04 ; 2.40513e-06 ; -3.44282e-04 ; 2.13359e+03 
2.66326e+02 ; 4.85428e-02 ; -4.58002e-04 ; 2.42568e-06 ; -3.41868e-04 ; 2.13458e+03 
2.66389e+02 ; 4.86369e-02 ; -4.54962e-04 ; 2.43060e-06 ; -3.38703e-04 ; 2.13561e+03 
2.66446e+02 ; 4.87534e-02 ; -4.52065e-04 ; 2.43662e-06 ; -3.35884e-04 ; 2.13661e+03 
2.66483e+02 ; 4.79965e-02 ; -4.49490e-04 ; 2.39892e-06 ; -3.34024e-04 ; 2.13761e+03 
2.66564e+02 ; 4.82053e-02 ; -4.46415e-04 ; 2.40963e-06 ; -3.29983e-04 ; 2.13864e+03 
2.66618e+02 ; 4.69451e-02 ; -4.44460e-04 ; 2.34682e-06 ; -3.27265e-04 ; 2.13965e+03 
2.66659e+02 ; 4.63046e-02 ; -4.40276e-04 ; 2.31494e-06 ; -3.25185e-04 ; 2.14065e+03 
2.66728e+02 ; 4.56928e-02 ; -4.38154e-04 ; 2.28457e-06 ; -3.21758e-04 ; 2.14167e+03 
2.66783e+02 ; 4.54873e-02 ; -4.35114e-04 ; 2.27448e-06 ; -3.18968e-04 ; 2.14268e+03 
2.66824e+02 ; 4.65305e-02 ; -4.32974e-04 ; 2.32677e-06 ; -3.16924e-04 ; 2.14369e+03 
2.66900e+02 ; 4.75706e-02 ; -4.30143e-04 ; 2.37904e-06 ; -3.13133e-04 ; 2.14470e+03 
2.66955e+02 ; 4.67326e-02 ; -4.27514e-04 ; 2.33732e-06 ; -3.10379e-04 ; 2.14596e+03 
2.67019e+02 ; 4.61246e-02 ; -4.23187e-04 ; 2.30712e-06 ; -3.07143e-04 ; 2.15703e+03 
2.67568e+02 ; 4.45620e-02 ; -3.97217e-04 ; 2.23070e-06 ; -2.79671e-04 ; 2.15730e+03 
2.67631e+02 ; 4.39531e-02 ; -3.93045e-04 ; 2.20042e-06 ; -2.76482e-04 ; 2.16843e+03 
2.68156e+02 ; 4.33760e-02 ; -3.66294e-04 ; 2.17315e-06 ; -2.50190e-04 ; 2.16868e+03 
2.68225e+02 ; 4.26952e-02 ; -3.62718e-04 ; 2.13922e-06 ; -2.46739e-04 ; 2.17976e+03 
2.68743e+02 ; 4.06307e-02 ; -3.37088e-04 ; 2.03702e-06 ; -2.20811e-04 ; 2.18002e+03 
2.68810e+02 ; 4.18482e-02 ; -3.33089e-04 ; 2.09822e-06 ; -2.17414e-04 ; 2.18152e+03 
2.68844e+02 ; 4.07172e-02 ; -3.32254e-04 ; 2.04160e-06 ; -2.15715e-04 ; 2.18199e+03 
2.68909e+02 ; 4.09586e-02 ; -3.29250e-04 ; 2.05386e-06 ; -2.12496e-04 ; 2.18320e+03 
2.68980e+02 ; 4.02016e-02 ; -3.25143e-04 ; 2.01607e-06 ; -2.08896e-04 ; 2.19449e+03 
2.69453e+02 ; 3.09187e-02 ; -3.01987e-04 ; 1.55141e-06 ; -1.85203e-04 ; 2.19474e+03 
2.69496e+02 ; 2.90301e-02 ; -2.99346e-04 ; 1.45671e-06 ; -1.83064e-04 ; 2.20574e+03 
2.69929e+02 ; 2.78275e-02 ; -2.79361e-04 ; 1.39708e-06 ; -1.61391e-04 ; 2.20598e+03 
2.69952e+02 ; 2.97498e-02 ; -2.76053e-04 ; 1.49363e-06 ; -1.60235e-04 ; 2.20701e+03 
2.69991e+02 ; 3.06046e-02 ; -2.75350e-04 ; 1.53662e-06 ; -1.58256e-04 ; 2.20802e+03 
2.70030e+02 ; 3.10439e-02 ; -2.72566e-04 ; 1.55875e-06 ; -1.56337e-04 ; 2.20903e+03 
2.70069e+02 ; 3.25190e-02 ; -2.70629e-04 ; 1.63289e-06 ; -1.54358e-04 ; 2.21003e+03 
2.70119e+02 ; 3.16654e-02 ; -2.69127e-04 ; 1.59012e-06 ; -1.51855e-04 ; 2.21103e+03 
2.70160e+02 ; 3.31470e-02 ; -2.66445e-04 ; 1.66460e-06 ; -1.49774e-04 ; 2.21205e+03 
2.70201e+02 ; 3.23370e-02 ; -2.65288e-04 ; 1.62400e-06 ; -1.47736e-04 ; 2.21305e+03 
2.70234e+02 ; 3.38220e-02 ; -2.61819e-04 ; 1.69865e-06 ; -1.46103e-04 ; 2.21406e+03 
2.70275e+02 ; 3.33765e-02 ; -2.59960e-04 ; 1.67635e-06 ; -1.44029e-04 ; 2.21506e+03 
2.70310e+02 ; 3.31993e-02 ; -2.58613e-04 ; 1.66752e-06 ; -1.42294e-04 ; 2.21605e+03 
2.70372e+02 ; 3.41059e-02 ; -2.56187e-04 ; 1.71318e-06 ; -1.39195e-04 ; 2.21707e+03 
2.70424e+02 ; 3.32486e-02 ; -2.54047e-04 ; 1.67022e-06 ; -1.36596e-04 ; 2.21808e+03 
2.70445e+02 ; 3.34325e-02 ; -2.51508e-04 ; 1.67950e-06 ; -1.35499e-04 ; 2.21909e+03 
2.70510e+02 ; 3.42766e-02 ; -2.50113e-04 ; 1.72204e-06 ; -1.32269e-04 ; 2.22006e+03 
2.70551e+02 ; 3.27249e-02 ; -2.46775e-04 ; 1.64416e-06 ; -1.30200e-04 ; 2.22109e+03 
2.70571e+02 ; 3.47728e-02 ; -2.45404e-04 ; 1.74709e-06 ; -1.29223e-04 ; 2.22210e+03 
2.70623e+02 ; 3.20758e-02 ; -2.42215e-04 ; 1.61169e-06 ; -1.26612e-04 ; 2.22310e+03 
2.70653e+02 ; 3.23326e-02 ; -2.40582e-04 ; 1.62465e-06 ; -1.25098e-04 ; 2.22409e+03 
2.70720e+02 ; 3.32034e-02 ; -2.38150e-04 ; 1.66854e-06 ; -1.21742e-04 ; 2.22510e+03 
2.70751e+02 ; 3.14248e-02 ; -2.36773e-04 ; 1.57921e-06 ; -1.20187e-04 ; 2.22611e+03 
2.70801e+02 ; 3.18235e-02 ; -2.34157e-04 ; 1.59934e-06 ; -1.17707e-04 ; 2.22712e+03 
2.70847e+02 ; 3.25585e-02 ; -2.32422e-04 ; 1.63637e-06 ; -1.15371e-04 ; 2.22813e+03 
2.70888e+02 ; 3.22437e-02 ; -2.31123e-04 ; 1.62063e-06 ; -1.13320e-04 ; 2.22913e+03 
2.70925e+02 ; 3.25868e-02 ; -2.28095e-04 ; 1.63795e-06 ; -1.11496e-04 ; 2.23013e+03 
2.70962e+02 ; 3.23035e-02 ; -2.26343e-04 ; 1.62378e-06 ; -1.09601e-04 ; 2.23114e+03 
2.71009e+02 ; 3.30276e-02 ; -2.24203e-04 ; 1.66027e-06 ; -1.07247e-04 ; 2.23215e+03 
2.71045e+02 ; 3.25498e-02 ; -2.21908e-04 ; 1.63632e-06 ; -1.05452e-04 ; 2.23315e+03 
2.71086e+02 ; 3.31650e-02 ; -2.19786e-04 ; 1.66733e-06 ; -1.03390e-04 ; 2.23416e+03 
2.71136e+02 ; 3.19423e-02 ; -2.17682e-04 ; 1.60595e-06 ; -1.00899e-04 ; 2.23515e+03 
2.71170e+02 ; 3.26154e-02 ; -2.15846e-04 ; 1.63986e-06 ; -9.91820e-05 ; 2.23617e+03 
2.71226e+02 ; 3.25204e-02 ; -2.15459e-04 ; 1.63519e-06 ; -9.63686e-05 ; 2.23718e+03 
2.71255e+02 ; 3.26832e-02 ; -2.10452e-04 ; 1.64343e-06 ; -9.49500e-05 ; 2.23820e+03 
2.71302e+02 ; 3.17124e-02 ; -2.09170e-04 ; 1.59470e-06 ; -9.25718e-05 ; 2.23920e+03 
2.71362e+02 ; 3.16073e-02 ; -2.07007e-04 ; 1.58953e-06 ; -8.96036e-05 ; 2.24019e+03 
2.71387e+02 ; 3.08298e-02 ; -2.05094e-04 ; 1.55048e-06 ; -8.83162e-05 ; 2.24121e+03 
2.71429e+02 ; 3.20213e-02 ; -2.02376e-04 ; 1.61048e-06 ; -8.62120e-05 ; 2.24220e+03 
2.71496e+02 ; 3.04581e-02 ; -1.99979e-04 ; 1.53198e-06 ; -8.28504e-05 ; 2.24382e+03 
2.71507e+02 ; 2.94376e-02 ; -1.98144e-04 ; 1.48067e-06 ; -8.23198e-05 ; 2.25407e+03 
2.71912e+02 ; 2.82681e-02 ; -1.79380e-04 ; 1.42253e-06 ; -6.20364e-05 ; 2.25434e+03 
2.71958e+02 ; 2.83632e-02 ; -1.76954e-04 ; 1.42739e-06 ; -5.97238e-05 ; 2.25564e+03 
2.71989e+02 ; 2.80208e-02 ; -1.74427e-04 ; 1.41021e-06 ; -5.81622e-05 ; 2.25647e+03 
2.72022e+02 ; 2.90314e-02 ; -1.73485e-04 ; 1.46113e-06 ; -5.65052e-05 ; 2.26717e+03 
2.72419e+02 ; 2.52667e-02 ; -1.54531e-04 ; 1.27225e-06 ; -3.66150e-05 ; 2.26742e+03 
2.72450e+02 ; 2.63702e-02 ; -1.52635e-04 ; 1.32786e-06 ; -3.50772e-05 ; 2.26851e+03 
2.72481e+02 ; 2.67611e-02 ; -1.50823e-04 ; 1.34760e-06 ; -3.35276e-05 ; 2.26943e+03 
2.72516e+02 ; 2.53380e-02 ; -1.48094e-04 ; 1.27599e-06 ; -3.17512e-05 ; 2.27045e+03 
2.72555e+02 ; 2.52101e-02 ; -1.47247e-04 ; 1.26961e-06 ; -2.98142e-05 ; 2.27146e+03 
2.72595e+02 ; 2.41360e-02 ; -1.44917e-04 ; 1.21557e-06 ; -2.78054e-05 ; 2.28252e+03 
2.72947e+02 ; 2.11986e-02 ; -1.27810e-04 ; 1.06808e-06 ; -1.01922e-05 ; 2.28278e+03 
2.72979e+02 ; 2.15973e-02 ; -1.26296e-04 ; 1.08821e-06 ; -8.58300e-06 ; 2.28378e+03 
2.72998e+02 ; 2.11800e-02 ; -1.24794e-04 ; 1.06720e-06 ; -7.59360e-06 ; 2.28477e+03 
2.73025e+02 ; 1.90412e-02 ; -1.22923e-04 ; 9.59466e-07 ; -6.24060e-06 ; 2.28580e+03 
2.73056e+02 ; 1.89713e-02 ; -1.21212e-04 ; 9.55979e-07 ; -4.72660e-06 ; 2.28680e+03 
2.73091e+02 ; 1.85900e-02 ; -1.19871e-04 ; 9.36805e-07 ; -2.93240e-06 ; 2.28780e+03 
2.73122e+02 ; 1.85932e-02 ; -1.17856e-04 ; 9.37001e-07 ; -1.39460e-06 ; 2.28879e+03 
2.73169e+02 ; 1.78340e-02 ; -1.17004e-04 ; 8.98792e-07 ; 9.53600e-07 ; 2.28982e+03 
2.73182e+02 ; 1.71057e-02 ; -1.15591e-04 ; 8.62102e-07 ; 1.64500e-06 ; 2.29082e+03 
2.73220e+02 ; 1.64679e-02 ; -1.14328e-04 ; 8.29994e-07 ; 3.56420e-06 ; 2.29182e+03 
2.73243e+02 ; 1.57936e-02 ; -1.12355e-04 ; 7.96031e-07 ; 4.72660e-06 ; 2.29281e+03 
2.73261e+02 ; 1.53694e-02 ; -1.11210e-04 ; 7.74663e-07 ; 5.60860e-06 ; 2.29383e+03 
2.73282e+02 ; 1.51191e-02 ; -1.09619e-04 ; 7.62067e-07 ; 6.66960e-06 ; 2.29484e+03 
2.73308e+02 ; 1.25796e-02 ; -1.09160e-04 ; 6.34086e-07 ; 7.99280e-06 ; 2.29585e+03 
2.73334e+02 ; 1.29401e-02 ; -1.07348e-04 ; 6.52276e-07 ; 9.34000e-06 ; 2.29684e+03 
2.73363e+02 ; 1.14700e-02 ; -1.07103e-04 ; 5.78192e-07 ; 1.08182e-05 ; 2.29786e+03 
2.73387e+02 ; 1.05003e-02 ; -1.05506e-04 ; 5.29328e-07 ; 1.19984e-05 ; 2.29887e+03 
2.73406e+02 ; 8.84701e-03 ; -1.04451e-04 ; 4.45994e-07 ; 1.29938e-05 ; 2.29987e+03 
2.73427e+02 ; 7.73975e-03 ; -1.04070e-04 ; 3.90185e-07 ; 1.40190e-05 ; 2.30087e+03 
2.73439e+02 ; 5.02534e-03 ; -1.02150e-04 ; 2.53347e-07 ; 1.46626e-05 ; 2.30188e+03 
2.73470e+02 ; 4.65041e-03 ; -1.02305e-04 ; 2.34454e-07 ; 1.62302e-05 ; 2.30287e+03 
2.73482e+02 ; 4.26332e-03 ; -1.00863e-04 ; 2.14942e-07 ; 1.68560e-05 ; 2.30389e+03 
2.73496e+02 ; 3.68887e-03 ; -1.00458e-04 ; 1.85983e-07 ; 1.75594e-05 ; 2.30488e+03 
2.73506e+02 ; 2.17815e-03 ; -9.96112e-05 ; 1.09818e-07 ; 1.80720e-05 ; 2.30588e+03 
2.73520e+02 ; 2.64822e-03 ; -9.90866e-05 ; 1.33520e-07 ; 1.87516e-05 ; 2.30690e+03 
2.73540e+02 ; 2.23773e-03 ; -9.83296e-05 ; 1.12826e-07 ; 1.97946e-05 ; 2.30790e+03 
2.73537e+02 ; 2.30577e-03 ; -9.69706e-05 ; 1.16257e-07 ; 1.96278e-05 ; 2.30890e+03 
2.73541e+02 ; -9.08781e-05 ; -9.67502e-05 ; -4.58208e-09 ; 1.98066e-05 ; 2.30991e+03 
2.73556e+02 ; -1.05611e-03 ; -9.62554e-05 ; -5.32500e-08 ; 2.05754e-05 ; 2.31091e+03 
2.73570e+02 ; -2.45402e-03 ; -9.49202e-05 ; -1.23736e-07 ; 2.12906e-05 ; 2.31193e+03 
2.73580e+02 ; -3.14651e-03 ; -9.48606e-05 ; -1.58655e-07 ; 2.17854e-05 ; 2.31293e+03 
2.73591e+02 ; -4.13675e-03 ; -9.38892e-05 ; -2.08588e-07 ; 2.23696e-05 ; 2.31392e+03 
2.73606e+02 ; -4.53535e-03 ; -9.40500e-05 ; -2.28691e-07 ; 2.31266e-05 ; 2.31494e+03 
2.73598e+02 ; -6.07489e-03 ; -9.38594e-05 ; -3.06317e-07 ; 2.27152e-05 ; 2.31595e+03 
2.73633e+02 ; -7.05650e-03 ; -9.26256e-05 ; -3.55828e-07 ; 2.44914e-05 ; 2.31695e+03 
2.73626e+02 ; -7.18814e-03 ; -9.33646e-05 ; -3.62463e-07 ; 2.41100e-05 ; 2.31794e+03 
2.73637e+02 ; -6.29594e-03 ; -9.29176e-05 ; -3.17478e-07 ; 2.47060e-05 ; 2.31897e+03 
2.73632e+02 ; -6.97790e-03 ; -9.24288e-05 ; -3.51864e-07 ; 2.44438e-05 ; 2.31995e+03 
2.73644e+02 ; -7.72267e-03 ; -9.17254e-05 ; -3.89425e-07 ; 2.50696e-05 ; 2.32097e+03 
2.73649e+02 ; -8.60914e-03 ; -9.07956e-05 ; -4.34129e-07 ; 2.52902e-05 ; 2.32199e+03 
2.73656e+02 ; -9.56526e-03 ; -9.16658e-05 ; -4.82347e-07 ; 2.56538e-05 ; 2.32300e+03 
2.73667e+02 ; -8.64297e-03 ; -9.23394e-05 ; -4.35844e-07 ; 2.61962e-05 ; 2.32401e+03 
2.73654e+02 ; -9.62272e-03 ; -9.12904e-05 ; -4.85243e-07 ; 2.55346e-05 ; 2.32501e+03 
2.73674e+02 ; -9.25284e-03 ; -9.09030e-05 ; -4.66603e-07 ; 2.65478e-05 ; 2.32603e+03 
2.73680e+02 ; -8.93274e-03 ; -9.08792e-05 ; -4.50464e-07 ; 2.68816e-05 ; 2.32703e+03 
2.73662e+02 ; -1.01283e-02 ; -8.97884e-05 ; -5.10743e-07 ; 2.59696e-05 ; 2.32802e+03 
2.73671e+02 ; -1.04978e-02 ; -9.06586e-05 ; -5.29384e-07 ; 2.63928e-05 ; 2.32904e+03 
2.73664e+02 ; -1.15612e-02 ; -9.06228e-05 ; -5.83000e-07 ; 2.60530e-05 ; 2.33003e+03 
2.73693e+02 ; -1.36593e-02 ; -9.02770e-05 ; -6.88826e-07 ; 2.75194e-05 ; 2.33105e+03 
2.73680e+02 ; -1.38881e-02 ; -9.04798e-05 ; -7.00354e-07 ; 2.68518e-05 ; 2.33206e+03 
2.73683e+02 ; -1.34052e-02 ; -9.06466e-05 ; -6.76007e-07 ; 2.70246e-05 ; 2.33306e+03 
2.73667e+02 ; -1.22475e-02 ; -9.04320e-05 ; -6.17610e-07 ; 2.62260e-05 ; 2.33407e+03 
2.73679e+02 ; -1.11177e-02 ; -9.05394e-05 ; -5.60649e-07 ; 2.68100e-05 ; 2.33508e+03 
2.73679e+02 ; -1.08139e-02 ; -9.02234e-05 ; -5.45325e-07 ; 2.68160e-05 ; 2.33606e+03 
2.73689e+02 ; -1.10044e-02 ; -8.96512e-05 ; -5.54942e-07 ; 2.73168e-05 ; 2.33709e+03 
2.73683e+02 ; -1.12699e-02 ; -8.98956e-05 ; -5.68325e-07 ; 2.70306e-05 ; 2.33808e+03 
2.73693e+02 ; -1.24723e-02 ; -8.98540e-05 ; -6.28969e-07 ; 2.75254e-05 ; 2.33911e+03 
2.73692e+02 ; -1.21428e-02 ; -8.96334e-05 ; -6.12353e-07 ; 2.74598e-05 ; 2.34011e+03 
2.73693e+02 ; -1.16555e-02 ; -8.95738e-05 ; -5.87780e-07 ; 2.75312e-05 ; 2.34111e+03 
2.73691e+02 ; -1.29964e-02 ; -8.94248e-05 ; -6.55397e-07 ; 2.74180e-05 ; 2.34212e+03 
2.73703e+02 ; -1.15818e-02 ; -8.96334e-05 ; -5.84069e-07 ; 2.80380e-05 ; 2.34313e+03 
2.73693e+02 ; -1.14080e-02 ; -8.90850e-05 ; -5.75297e-07 ; 2.75492e-05 ; 2.34414e+03 
2.73699e+02 ; -1.20134e-02 ; -8.90612e-05 ; -6.05830e-07 ; 2.78412e-05 ; 2.34514e+03 
2.73706e+02 ; -1.22463e-02 ; -8.90374e-05 ; -6.17582e-07 ; 2.81810e-05 ; 2.34615e+03 
2.73709e+02 ; -1.27151e-02 ; -8.86142e-05 ; -6.41227e-07 ; 2.83598e-05 ; 2.34714e+03 
2.73714e+02 ; -1.30095e-02 ; -8.87870e-05 ; -6.56073e-07 ; 2.85744e-05 ; 2.34814e+03 
2.73706e+02 ; -1.36646e-02 ; -8.94426e-05 ; -6.89108e-07 ; 2.81870e-05 ; 2.34916e+03 
2.73715e+02 ; -1.29994e-02 ; -8.92280e-05 ; -6.55566e-07 ; 2.86340e-05 ; 2.35017e+03 
2.73706e+02 ; -1.17373e-02 ; -8.92460e-05 ; -5.91913e-07 ; 2.81810e-05 ; 2.35117e+03 
2.73704e+02 ; -1.28290e-02 ; -8.88288e-05 ; -6.46963e-07 ; 2.80736e-05 ; 2.35218e+03 
2.73703e+02 ; -1.29444e-02 ; -8.88644e-05 ; -6.52783e-07 ; 2.80380e-05 ; 2.35318e+03 
2.73703e+02 ; -1.26890e-02 ; -8.83816e-05 ; -6.39906e-07 ; 2.80380e-05 ; 2.35418e+03 
2.73695e+02 ; -1.22744e-02 ; -8.90076e-05 ; -6.18988e-07 ; 2.76504e-05 ; 2.35519e+03 
2.73720e+02 ; -1.21285e-02 ; -8.85784e-05 ; -6.11650e-07 ; 2.88962e-05 ; 2.35620e+03 
2.73702e+02 ; -1.29745e-02 ; -8.89002e-05 ; -6.54301e-07 ; 2.79664e-05 ; 2.35720e+03 
2.73706e+02 ; -1.37293e-02 ; -8.86498e-05 ; -6.92369e-07 ; 2.82108e-05 ; 2.35820e+03 
2.73710e+02 ; -1.34215e-02 ; -8.82922e-05 ; -6.76850e-07 ; 2.84074e-05 ; 2.35920e+03 
2.73715e+02 ; -1.30222e-02 ; -8.84174e-05 ; -6.56719e-07 ; 2.86518e-05 ; 2.36021e+03 
2.73698e+02 ; -1.33721e-02 ; -8.90970e-05 ; -6.74347e-07 ; 2.77936e-05 ; 2.36122e+03 
2.73712e+02 ; -1.22474e-02 ; -8.90612e-05 ; -6.17639e-07 ; 2.84968e-05 ; 2.36222e+03 
2.73725e+02 ; -1.32128e-02 ; -8.83698e-05 ; -6.66335e-07 ; 2.91584e-05 ; 2.36321e+03 
2.73715e+02 ; -1.21826e-02 ; -8.86678e-05 ; -6.14377e-07 ; 2.86280e-05 ; 2.36423e+03 
2.73713e+02 ; -1.29526e-02 ; -8.87750e-05 ; -6.53205e-07 ; 2.85266e-05 ; 2.36524e+03 
2.73711e+02 ; -1.34583e-02 ; -8.76128e-05 ; -6.78706e-07 ; 2.84492e-05 ; 2.36624e+03 
2.73712e+02 ; -1.35670e-02 ; -8.83340e-05 ; -6.84188e-07 ; 2.84850e-05 ; 2.36725e+03 
2.73714e+02 ; -1.20572e-02 ; -8.86738e-05 ; -6.08051e-07 ; 2.85862e-05 ; 2.36824e+03 
2.73715e+02 ; -1.32157e-02 ; -8.85068e-05 ; -6.66475e-07 ; 2.86518e-05 ; 2.36925e+03 
2.73721e+02 ; -1.35423e-02 ; -8.83518e-05 ; -6.82951e-07 ; 2.89558e-05 ; 2.37026e+03 
2.73712e+02 ; -1.31455e-02 ; -8.81432e-05 ; -6.62932e-07 ; 2.85148e-05 ; 2.37128e+03 
2.73712e+02 ; -1.36662e-02 ; -8.81730e-05 ; -6.89192e-07 ; 2.84968e-05 ; 2.37229e+03 
2.73711e+02 ; -1.29615e-02 ; -8.77140e-05 ; -6.53655e-07 ; 2.84314e-05 ; 2.37330e+03 
2.73718e+02 ; -1.44600e-02 ; -8.84354e-05 ; -7.29228e-07 ; 2.87950e-05 ; 2.37430e+03 
2.73708e+02 ; -1.41742e-02 ; -8.90134e-05 ; -7.14806e-07 ; 2.82704e-05 ; 2.37531e+03 
2.73714e+02 ; -1.41362e-02 ; -8.75710e-05 ; -7.12893e-07 ; 2.85982e-05 ; 2.37632e+03 
2.73701e+02 ; -1.42629e-02 ; -8.80956e-05 ; -7.19275e-07 ; 2.79486e-05 ; 2.37733e+03 
2.73696e+02 ; -1.35583e-02 ; -8.89836e-05 ; -6.83738e-07 ; 2.76922e-05 ; 2.37832e+03 
2.73720e+02 ; -1.33567e-02 ; -8.81254e-05 ; -6.73589e-07 ; 2.89082e-05 ; 2.37934e+03 
2.73717e+02 ; -1.40285e-02 ; -8.84294e-05 ; -7.07467e-07 ; 2.87352e-05 ; 2.38034e+03 
2.73715e+02 ; -1.41122e-02 ; -8.83162e-05 ; -7.11685e-07 ; 2.86518e-05 ; 2.38134e+03 
2.73712e+02 ; -1.43542e-02 ; -8.85604e-05 ; -7.23887e-07 ; 2.85028e-05 ; 2.38235e+03 
2.73712e+02 ; -1.38078e-02 ; -8.93652e-05 ; -6.96334e-07 ; 2.84850e-05 ; 2.38335e+03 
2.73710e+02 ; -1.29911e-02 ; -8.68796e-05 ; -6.55144e-07 ; 2.83956e-05 ; 2.38436e+03 
2.73716e+02 ; -1.40018e-02 ; -8.78810e-05 ; -7.06118e-07 ; 2.87054e-05 ; 2.38537e+03 
2.73717e+02 ; -1.40837e-02 ; -8.75054e-05 ; -7.10251e-07 ; 2.87652e-05 ; 2.38638e+03 
2.73726e+02 ; -1.36370e-02 ; -8.89420e-05 ; -6.87730e-07 ; 2.91942e-05 ; 2.38740e+03 
2.73707e+02 ; -1.35258e-02 ; -8.84592e-05 ; -6.82108e-07 ; 2.82286e-05 ; 2.38840e+03 
2.73717e+02 ; -1.35412e-02 ; -8.84412e-05 ; -6.82894e-07 ; 2.87532e-05 ; 2.38939e+03 
2.73718e+02 ; -1.44082e-02 ; -8.80062e-05 ; -7.26614e-07 ; 2.87950e-05 ; 2.39041e+03 
2.73711e+02 ; -1.38017e-02 ; -8.76246e-05 ; -6.96025e-07 ; 2.84552e-05 ; 2.39142e+03 
2.73734e+02 ; -1.32148e-02 ; -8.80718e-05 ; -6.66447e-07 ; 2.96114e-05 ; 2.39242e+03 
2.73724e+02 ; -1.34770e-02 ; -8.82624e-05 ; -6.79661e-07 ; 2.90988e-05 ; 2.39342e+03 
2.73705e+02 ; -1.48260e-02 ; -8.77498e-05 ; -7.47673e-07 ; 2.81512e-05 ; 2.39443e+03 
2.73694e+02 ; -1.38221e-02 ; -8.79526e-05 ; -6.97037e-07 ; 2.75610e-05 ; 2.39543e+03 
2.73709e+02 ; -1.39528e-02 ; -8.83280e-05 ; -7.03643e-07 ; 2.83478e-05 ; 2.39643e+03 
2.73712e+02 ; -1.41652e-02 ; -8.81612e-05 ; -7.14356e-07 ; 2.85028e-05 ; 2.39742e+03 
2.73710e+02 ; -1.33825e-02 ; -8.90314e-05 ; -6.74881e-07 ; 2.84134e-05 ; 2.39844e+03 
2.73719e+02 ; -1.40664e-02 ; -8.82326e-05 ; -7.09379e-07 ; 2.88546e-05 ; 2.39944e+03 
2.73714e+02 ; -1.38931e-02 ; -8.80776e-05 ; -7.00635e-07 ; 2.86160e-05 ; 2.40045e+03 
2.73698e+02 ; -1.55514e-02 ; -8.81910e-05 ; -7.84250e-07 ; 2.77936e-05 ; 2.40145e+03 
2.73707e+02 ; -1.54381e-02 ; -8.84890e-05 ; -7.78543e-07 ; 2.82406e-05 ; 2.40247e+03 
2.73707e+02 ; -1.47512e-02 ; -8.84174e-05 ; -7.43905e-07 ; 2.82466e-05 ; 2.40348e+03 
2.73698e+02 ; -1.35226e-02 ; -8.79824e-05 ; -6.81939e-07 ; 2.77936e-05 ; 2.40448e+03 
2.73692e+02 ; -1.27511e-02 ; -8.79406e-05 ; -6.43026e-07 ; 2.74658e-05 ; 2.40547e+03 
2.73710e+02 ; -1.29019e-02 ; -8.77380e-05 ; -6.50646e-07 ; 2.83836e-05 ; 2.40649e+03 
2.73705e+02 ; -1.36591e-02 ; -8.85008e-05 ; -6.88826e-07 ; 2.81214e-05 ; 2.40749e+03 
2.73709e+02 ; -1.29794e-02 ; -8.83698e-05 ; -6.54554e-07 ; 2.83420e-05 ; 2.40851e+03 
2.73722e+02 ; -1.23838e-02 ; -8.83460e-05 ; -6.24526e-07 ; 2.89976e-05 ; 2.40952e+03 
2.73701e+02 ; -1.19465e-02 ; -8.90432e-05 ; -6.02457e-07 ; 2.79188e-05 ; 2.41053e+03 
2.73710e+02 ; -1.25496e-02 ; -8.83162e-05 ; -6.32877e-07 ; 2.83836e-05 ; 2.41153e+03 
2.73718e+02 ; -1.36193e-02 ; -8.76246e-05 ; -6.86830e-07 ; 2.87830e-05 ; 2.41254e+03 
2.73720e+02 ; -1.35858e-02 ; -8.72910e-05 ; -6.85143e-07 ; 2.88962e-05 ; 2.41353e+03 
2.73720e+02 ; -1.32563e-02 ; -8.75770e-05 ; -6.68527e-07 ; 2.88962e-05 ; 2.41453e+03 
2.73709e+02 ; -1.21019e-02 ; -8.79942e-05 ; -6.10301e-07 ; 2.83300e-05 ; 2.41556e+03 
2.73718e+02 ; -1.13174e-02 ; -8.76246e-05 ; -5.70742e-07 ; 2.88008e-05 ; 2.41656e+03 
2.73712e+02 ; -1.18677e-02 ; -8.74876e-05 ; -5.98492e-07 ; 2.85088e-05 ; 2.41757e+03 
2.73723e+02 ; -1.08473e-02 ; -8.78036e-05 ; -5.47041e-07 ; 2.90512e-05 ; 2.41857e+03 
2.73721e+02 ; -1.21770e-02 ; -8.78690e-05 ; -6.14096e-07 ; 2.89738e-05 ; 2.41958e+03 
2.73717e+02 ; -1.32664e-02 ; -8.73804e-05 ; -6.69034e-07 ; 2.87592e-05 ; 2.42059e+03 
2.73713e+02 ; -1.28690e-02 ; -8.80062e-05 ; -6.48988e-07 ; 2.85506e-05 ; 2.42160e+03 
2.73728e+02 ; -1.44370e-02 ; -8.74160e-05 ; -7.28075e-07 ; 2.93134e-05 ; 2.42261e+03 
2.73732e+02 ; -1.29127e-02 ; -8.77260e-05 ; -6.51208e-07 ; 2.94982e-05 ; 2.42362e+03 
2.73729e+02 ; -1.34608e-02 ; -8.72074e-05 ; -6.78846e-07 ; 2.93790e-05 ; 2.42462e+03 
2.73720e+02 ; -1.34776e-02 ; -8.77438e-05 ; -6.79690e-07 ; 2.89200e-05 ; 2.42562e+03 
2.73713e+02 ; -1.32263e-02 ; -8.77498e-05 ; -6.67009e-07 ; 2.85506e-05 ; 2.42663e+03 
